brand,customer_segment,store_type,salesperson_role,sum_amount,count,avg_amount,min_amount,max_amount
Adidas,Loyal Customer,Small Stores / Shops,Sales Associate,1543322.88,568,2717.12,500.58,4998.00
Adidas,Loyal Customer,Small Stores / Shops,Salesperson,1792433.08,638,2809.46,503.40,4991.84
Adidas,Loyal Customer,Small Stores / Shops,Senior Salesperson,1538421.20,547,2812.47,501.65,4987.94
Adidas,Loyal Customer,Supermarkets ,Manager,1544520.68,566,2728.84,501.61,4998.83
Adidas,Loyal Customer,Supermarkets ,Sales Associate,1751463.78,623,2811.34,507.47,4992.84
Adidas,Loyal Customer,Supermarkets ,Salesperson,1735294.47,646,2686.21,512.50,4987.68
Adidas,Loyal Customer,Supermarkets ,Senior Salesperson,1365122.79,503,2713.96,510.44,4992.80
Adidas,Occasional Shopper,Large Malls / Complexes,Manager,1529619.47,544,2811.80,512.09,4980.69
Adidas,Occasional Shopper,Large Malls / Complexes,Sales Associate,1580262.16,566,2791.98,503.83,4991.46
Adidas,Occasional Shopper,Large Malls / Complexes,Salesperson,1478842.15,535,2764.19,501.08,4994.22
Adidas,Occasional Shopper,Large Malls / Complexes,Senior Salesperson,1412938.01,504,2803.45,502.00,4994.47
Adidas,Occasional Shopper,Small Stores / Shops,Manager,1651529.99,580,2847.47,530.26,4999.05
Adidas,Occasional Shopper,Small Stores / Shops,Sales Associate,1676306.41,608,2757.08,502.59,4998.86
Adidas,Occasional Shopper,Small Stores / Shops,Salesperson,1590064.43,567,2804.35,505.00,4994.34
Adidas,Occasional Shopper,Supermarkets ,Manager,1570517.81,583,2693.86,500.33,4988.66
Adidas,Occasional Shopper,Supermarkets ,Sales Associate,1506176.48,563,2675.27,506.71,4991.94
Adidas,Occasional Shopper,Supermarkets ,Salesperson,1677868.90,615,2728.24,501.52,4995.70
Adidas,Occasional Shopper,Supermarkets ,Senior Salesperson,1596234.50,565,2825.19,502.86,4981.52
Adidas,Online Shopper,Large Malls / Complexes,Manager,1506719.43,531,2837.51,529.01,4985.02
Adidas,Online Shopper,Large Malls / Complexes,Sales Associate,1478681.97,552,2678.77,506.00,4985.37
Adidas,Online Shopper,Large Malls / Complexes,Salesperson,1410066.56,525,2685.84,524.61,4993.50
Adidas,Online Shopper,Small Stores / Shops,Manager,1577072.37,570,2766.79,528.38,4984.10
Adidas,Online Shopper,Small Stores / Shops,Sales Associate,1592108.25,575,2768.88,509.05,4999.41
Adidas,Online Shopper,Small Stores / Shops,Salesperson,1581532.59,560,2824.17,516.00,4991.97
Adidas,Online Shopper,Supermarkets ,Manager,1589412.63,575,2764.20,502.26,4990.14
Adidas,Online Shopper,Supermarkets ,Sales Associate,1683513.53,617,2728.55,503.72,4997.59
Adidas,Online Shopper,Supermarkets ,Salesperson,1460097.37,558,2616.66,500.89,4991.47
Adidas,Online Shopper,Supermarkets ,Senior Salesperson,1495584.31,551,2714.31,509.59,4990.37
Adidas,Premium Shopper,Large Malls / Complexes,Manager,1427633.80,517,2761.38,526.99,4987.84
Adidas,Premium Shopper,Large Malls / Complexes,Sales Associate,1495182.66,547,2733.42,500.83,4999.76
Adidas,Premium Shopper,Large Malls / Complexes,Salesperson,1607985.10,590,2725.40,509.31,4985.65
Adidas,Premium Shopper,Small Stores / Shops,Manager,1406934.43,516,2726.62,518.72,4993.50
Adidas,Premium Shopper,Small Stores / Shops,Sales Associate,1544249.91,560,2757.59,506.24,4987.71
Adidas,Premium Shopper,Small Stores / Shops,Salesperson,1596272.23,565,2825.26,507.17,4980.59
Adidas,Premium Shopper,Small Stores / Shops,Senior Salesperson,1349005.23,507,2660.76,508.98,4974.51
Adidas,Premium Shopper,Supermarkets ,Manager,1521119.34,552,2755.65,502.53,4998.07
Adidas,Premium Shopper,Supermarkets ,Sales Associate,1629818.96,607,2685.04,509.03,4970.33
Adidas,Premium Shopper,Supermarkets ,Salesperson,1628613.26,588,2769.75,502.87,4993.87
Adidas,Premium Shopper,Supermarkets ,Senior Salesperson,1334727.78,504,2648.27,505.42,4973.62
LG,Budget Shopper,Large Malls / Complexes,Sales Associate,1540652.55,579,2660.89,504.53,4985.75
LG,Budget Shopper,Large Malls / Complexes,Salesperson,1521359.33,550,2766.11,504.58,4983.99
LG,Budget Shopper,Small Stores / Shops,Manager,1501780.38,540,2781.07,519.41,4981.77
LG,Budget Shopper,Small Stores / Shops,Sales Associate,1628041.00,588,2768.78,507.00,4989.82
LG,Budget Shopper,Small Stores / Shops,Salesperson,1638858.99,589,2782.44,533.40,4988.50
LG,Budget Shopper,Supermarkets ,Manager,1526501.66,562,2716.20,502.00,4970.00
LG,Budget Shopper,Supermarkets ,Sales Associate,1697084.58,608,2791.26,500.72,4991.58
LG,Budget Shopper,Supermarkets ,Salesperson,1632107.54,587,2780.42,502.26,4999.25
LG,Budget Shopper,Supermarkets ,Senior Salesperson,1469760.62,544,2701.77,510.91,4997.89
LG,Churn Risk,Large Malls / Complexes,Manager,1397037.34,526,2655.96,502.94,4985.02
LG,Churn Risk,Large Malls / Complexes,Sales Associate,1637093.62,599,2733.04,509.65,4995.01
LG,Churn Risk,Large Malls / Complexes,Salesperson,1629425.33,575,2833.78,504.33,4989.20
LG,Churn Risk,Small Stores / Shops,Manager,1614720.99,579,2788.81,501.23,4999.15
LG,Churn Risk,Small Stores / Shops,Sales Associate,1714670.03,614,2792.62,510.16,4996.70
LG,Churn Risk,Small Stores / Shops,Salesperson,1680414.15,603,2786.76,502.35,4997.94
LG,Churn Risk,Supermarkets ,Manager,1551424.79,544,2851.88,500.17,4995.63
LG,Churn Risk,Supermarkets ,Sales Associate,1715447.43,625,2744.72,509.77,4972.26
LG,Churn Risk,Supermarkets ,Salesperson,1568353.48,555,2825.86,511.28,4994.07
LG,Churn Risk,Supermarkets ,Senior Salesperson,1417868.06,515,2753.14,521.39,4993.63
LG,Deal Seeker,Large Malls / Complexes,Manager,1609043.28,567,2837.82,508.42,4997.76
LG,Deal Seeker,Large Malls / Complexes,Sales Associate,1498816.09,534,2806.77,502.66,4996.52
LG,Deal Seeker,Large Malls / Complexes,Salesperson,1496252.07,550,2720.46,500.92,4980.52
LG,Deal Seeker,Small Stores / Shops,Manager,1478165.01,545,2712.23,524.79,4994.40
LG,Deal Seeker,Small Stores / Shops,Sales Associate,1664498.26,610,2728.69,502.50,4997.66
LG,Deal Seeker,Small Stores / Shops,Salesperson,1678144.98,590,2844.31,502.12,4998.54
LG,Deal Seeker,Supermarkets ,Manager,1669198.18,610,2736.39,503.07,4996.88
LG,Deal Seeker,Supermarkets ,Sales Associate,1763639.33,649,2717.47,506.14,4997.20
LG,Deal Seeker,Supermarkets ,Salesperson,1619043.25,593,2730.26,505.23,4991.97
LG,Deal Seeker,Supermarkets ,Senior Salesperson,1506004.35,533,2825.52,512.65,4997.26
LG,First-time Buyer,Large Malls / Complexes,Manager,1572154.72,551,2853.28,507.77,4996.40
LG,First-time Buyer,Large Malls / Complexes,Sales Associate,1644205.90,584,2815.42,505.17,4989.29
LG,First-time Buyer,Large Malls / Complexes,Salesperson,1701876.50,594,2865.11,530.47,4999.75
LG,First-time Buyer,Small Stores / Shops,Manager,1562481.50,576,2712.64,501.40,4974.11
LG,First-time Buyer,Small Stores / Shops,Sales Associate,1697871.79,610,2783.40,500.75,4988.31
LG,First-time Buyer,Small Stores / Shops,Salesperson,1522276.59,571,2665.98,525.79,4999.20
LG,First-time Buyer,Small Stores / Shops,Senior Salesperson,1391759.55,513,2712.98,525.46,4978.56
LG,First-time Buyer,Supermarkets ,Manager,1544123.66,562,2747.55,516.24,4984.74
LG,First-time Buyer,Supermarkets ,Sales Associate,1477297.80,530,2787.35,508.23,4999.11
LG,First-time Buyer,Supermarkets ,Salesperson,1745693.88,639,2731.92,506.25,4998.82
LG,First-time Buyer,Supermarkets ,Senior Salesperson,1373329.58,500,2746.66,508.32,4993.22
LG,High Value,Large Malls / Complexes,Manager,1470501.88,527,2790.33,506.22,4999.91
LG,High Value,Large Malls / Complexes,Sales Associate,1588887.10,567,2802.27,500.70,4999.48
LG,High Value,Large Malls / Complexes,Salesperson,1478627.04,532,2779.37,502.05,4998.72
LG,High Value,Large Malls / Complexes,Senior Salesperson,1441546.38,514,2804.56,507.63,4999.45
LG,High Value,Small Stores / Shops,Manager,1625974.86,598,2719.02,501.39,4992.17
LG,High Value,Small Stores / Shops,Sales Associate,1465977.31,549,2670.27,502.18,4987.55
LG,High Value,Small Stores / Shops,Salesperson,1568761.37,575,2728.28,502.77,4998.30
LG,High Value,Small Stores / Shops,Senior Salesperson,1433549.41,506,2833.10,509.81,4959.40
LG,High Value,Supermarkets ,Manager,1620594.51,586,2765.52,524.94,4996.53
LG,High Value,Supermarkets ,Sales Associate,1705846.67,620,2751.37,524.71,4999.77
LG,High Value,Supermarkets ,Salesperson,1599467.48,584,2738.81,504.80,4997.26
LG,High Value,Supermarkets ,Senior Salesperson,1472812.97,533,2763.25,504.82,4992.90
LG,In-Store Regular,Large Malls / Complexes,Sales Associate,1469734.33,535,2747.17,500.93,4996.86
LG,In-Store Regular,Large Malls / Complexes,Salesperson,1574429.50,571,2757.32,504.72,4998.42
LG,In-Store Regular,Small Stores / Shops,Manager,1456728.22,533,2733.07,506.73,4998.70
LG,In-Store Regular,Small Stores / Shops,Sales Associate,1762062.47,646,2727.65,503.24,4998.01
LG,In-Store Regular,Small Stores / Shops,Salesperson,1538443.88,566,2718.10,517.68,4992.26
LG,In-Store Regular,Supermarkets ,Manager,1511207.06,559,2703.41,501.76,4979.01
LG,In-Store Regular,Supermarkets ,Sales Associate,1650464.82,583,2830.99,522.03,4989.91
LG,In-Store Regular,Supermarkets ,Salesperson,1574164.62,588,2677.15,523.52,4993.62
LG,In-Store Regular,Supermarkets ,Senior Salesperson,1422159.96,514,2766.85,510.45,4999.09
LG,Loyal Customer,Large Malls / Complexes,Manager,1398053.19,533,2622.99,503.19,4994.22
LG,Loyal Customer,Large Malls / Complexes,Salesperson,1546886.36,560,2762.30,502.74,4994.58
LG,Loyal Customer,Large Malls / Complexes,Senior Salesperson,1403439.71,518,2709.34,501.49,4989.80
LG,Loyal Customer,Small Stores / Shops,Manager,1571231.80,577,2723.11,523.69,4995.58
LG,Loyal Customer,Small Stores / Shops,Sales Associate,1586931.64,589,2694.28,504.23,4990.25
LG,Loyal Customer,Small Stores / Shops,Salesperson,1603058.55,594,2698.75,502.80,4982.38
LG,Loyal Customer,Small Stores / Shops,Senior Salesperson,1461700.86,511,2860.47,508.83,4995.91
LG,Loyal Customer,Supermarkets ,Manager,1572164.70,577,2724.72,508.32,4991.23
LG,Loyal Customer,Supermarkets ,Sales Associate,1644195.66,590,2786.77,514.69,4997.12
LG,Loyal Customer,Supermarkets ,Salesperson,1813297.52,674,2690.35,524.64,4999.43
LG,Loyal Customer,Supermarkets ,Senior Salesperson,1426013.37,524,2721.40,501.38,4994.19
LG,Occasional Shopper,Large Malls / Complexes,Manager,1524649.87,547,2787.29,500.28,4998.42
LG,Occasional Shopper,Large Malls / Complexes,Sales Associate,1587181.07,573,2769.95,506.37,4994.99
LG,Occasional Shopper,Large Malls / Complexes,Salesperson,1573047.24,560,2809.01,505.95,4998.03
LG,Occasional Shopper,Small Stores / Shops,Manager,1577039.67,575,2742.68,502.61,4985.75
LG,Occasional Shopper,Small Stores / Shops,Sales Associate,1600560.00,579,2764.35,501.74,4994.18
LG,Occasional Shopper,Small Stores / Shops,Salesperson,1467254.80,552,2658.07,511.63,4995.52
LG,Occasional Shopper,Supermarkets ,Manager,1511285.60,563,2684.34,505.89,4997.34
LG,Occasional Shopper,Supermarkets ,Sales Associate,1449627.63,545,2659.87,501.39,4988.00
LG,Occasional Shopper,Supermarkets ,Salesperson,1576788.07,578,2728.01,529.86,4993.30
LG,Occasional Shopper,Supermarkets ,Senior Salesperson,1411455.17,532,2653.11,523.99,4997.14
LG,Online Shopper,Large Malls / Complexes,Manager,1423050.82,536,2654.95,503.34,4996.22
LG,Online Shopper,Large Malls / Complexes,Sales Associate,1571935.96,576,2729.06,502.70,4992.76
LG,Online Shopper,Large Malls / Complexes,Salesperson,1547428.57,559,2768.21,502.74,4998.13
LG,Online Shopper,Large Malls / Complexes,Senior Salesperson,1433959.56,512,2800.70,519.03,4999.46
LG,Online Shopper,Small Stores / Shops,Manager,1531075.73,547,2799.04,502.18,4994.82
LG,Online Shopper,Small Stores / Shops,Sales Associate,1535720.13,565,2718.09,521.46,4997.61
LG,Online Shopper,Small Stores / Shops,Salesperson,1589179.26,589,2698.10,502.51,4990.75
LG,Online Shopper,Small Stores / Shops,Senior Salesperson,1465149.02,539,2718.27,508.70,4996.28
LG,Online Shopper,Supermarkets ,Manager,1625201.04,585,2778.12,504.20,4971.36
LG,Online Shopper,Supermarkets ,Sales Associate,1654328.76,607,2725.42,500.36,4987.89
LG,Online Shopper,Supermarkets ,Salesperson,1600378.12,572,2797.86,507.04,4998.62
LG,Online Shopper,Supermarkets ,Senior Salesperson,1364737.80,510,2675.96,503.23,4997.21
LG,Premium Shopper,Large Malls / Complexes,Manager,1533412.91,550,2788.02,521.04,4995.22
LG,Premium Shopper,Large Malls / Complexes,Sales Associate,1538100.82,552,2786.41,505.99,4985.00
LG,Premium Shopper,Large Malls / Complexes,Salesperson,1670744.44,592,2822.20,519.01,4994.98
LG,Premium Shopper,Small Stores / Shops,Manager,1511172.89,552,2737.63,502.79,4985.32
LG,Premium Shopper,Small Stores / Shops,Sales Associate,1685726.55,621,2714.54,506.73,4973.27
LG,Premium Shopper,Small Stores / Shops,Salesperson,1638854.06,588,2787.17,503.22,4996.89
LG,Premium Shopper,Small Stores / Shops,Senior Salesperson,1427504.00,503,2837.98,505.30,4993.00
LG,Premium Shopper,Supermarkets ,Manager,1643295.86,595,2761.84,511.50,4981.76
LG,Premium Shopper,Supermarkets ,Sales Associate,1768639.32,626,2825.30,533.46,4997.79
LG,Premium Shopper,Supermarkets ,Salesperson,1625084.41,593,2740.45,526.82,4994.29
Nike,Budget Shopper,Large Malls / Complexes,Manager,1457675.84,526,2771.25,501.91,4999.12
Nike,Budget Shopper,Large Malls / Complexes,Sales Associate,1610749.60,596,2702.60,502.91,4992.54
Nike,Budget Shopper,Large Malls / Complexes,Salesperson,1466590.50,533,2751.58,503.37,4989.53
Nike,Budget Shopper,Small Stores / Shops,Manager,1632106.20,580,2813.98,507.38,4979.03
Nike,Budget Shopper,Small Stores / Shops,Sales Associate,1569824.17,580,2706.59,503.94,4991.80
Nike,Budget Shopper,Small Stores / Shops,Salesperson,1601354.77,587,2728.03,505.48,4996.03
Nike,Budget Shopper,Small Stores / Shops,Senior Salesperson,1511128.56,527,2867.42,509.10,4999.08
Nike,Budget Shopper,Supermarkets ,Manager,1591654.70,572,2782.61,512.09,4975.11
Nike,Budget Shopper,Supermarkets ,Sales Associate,1737679.91,615,2825.50,509.07,4979.71
Nike,Budget Shopper,Supermarkets ,Salesperson,1721992.23,618,2786.40,508.71,4993.22
Nike,Budget Shopper,Supermarkets ,Senior Salesperson,1498320.47,544,2754.27,500.80,4994.02
Nike,Churn Risk,Large Malls / Complexes,Sales Associate,1441075.95,519,2776.64,518.08,4998.73
Nike,Churn Risk,Large Malls / Complexes,Salesperson,1526312.02,573,2663.72,500.82,4999.04
Nike,Churn Risk,Small Stores / Shops,Manager,1700840.52,612,2779.15,509.96,4996.07
Nike,Churn Risk,Small Stores / Shops,Sales Associate,1606914.63,579,2775.33,511.64,4991.78
Nike,Churn Risk,Small Stores / Shops,Salesperson,1687658.15,595,2836.40,503.06,4997.78
Nike,Churn Risk,Small Stores / Shops,Senior Salesperson,1474530.56,539,2735.68,500.07,4998.85
Nike,Churn Risk,Supermarkets ,Manager,1705374.49,611,2791.12,501.18,4996.67
Nike,Churn Risk,Supermarkets ,Sales Associate,1809345.39,670,2700.52,502.55,4998.00
Nike,Churn Risk,Supermarkets ,Salesperson,1647759.13,598,2755.45,517.75,4987.00
Nike,Deal Seeker,Large Malls / Complexes,Manager,1514100.85,552,2742.94,501.97,4991.55
Nike,Deal Seeker,Large Malls / Complexes,Sales Associate,1534814.32,556,2760.46,515.68,4997.60
Nike,Deal Seeker,Large Malls / Complexes,Salesperson,1563304.65,564,2771.82,509.30,4999.02
Nike,Deal Seeker,Small Stores / Shops,Manager,1434992.98,535,2682.23,500.55,4996.81
Nike,Deal Seeker,Small Stores / Shops,Sales Associate,1783481.14,630,2830.92,500.14,4985.45
Nike,Deal Seeker,Small Stores / Shops,Salesperson,1508426.80,572,2637.11,501.05,4990.54
Nike,Deal Seeker,Supermarkets ,Manager,1695593.69,627,2704.30,500.89,4997.10
Nike,Deal Seeker,Supermarkets ,Sales Associate,1783146.33,634,2812.53,502.29,4993.27
Nike,Deal Seeker,Supermarkets ,Salesperson,1572556.27,589,2669.87,503.83,4996.75
Nike,Deal Seeker,Supermarkets ,Senior Salesperson,1527970.52,554,2758.07,501.15,4997.93
Nike,First-time Buyer,Large Malls / Complexes,Manager,1521000.57,562,2706.41,504.23,4966.64
Nike,First-time Buyer,Large Malls / Complexes,Sales Associate,1554786.10,566,2746.97,531.06,4997.09
Nike,First-time Buyer,Large Malls / Complexes,Salesperson,1525534.34,556,2743.77,514.42,4998.79
Nike,First-time Buyer,Small Stores / Shops,Manager,1480167.58,543,2725.91,501.63,4992.45
Nike,First-time Buyer,Small Stores / Shops,Sales Associate,1679048.25,614,2734.61,507.57,4996.51
Nike,First-time Buyer,Small Stores / Shops,Salesperson,1669042.25,604,2763.31,500.01,4990.18
Nike,First-time Buyer,Small Stores / Shops,Senior Salesperson,1512541.11,548,2760.11,504.72,4998.40
Nike,First-time Buyer,Supermarkets ,Manager,1532242.84,572,2678.75,511.02,4957.12
Nike,First-time Buyer,Supermarkets ,Sales Associate,1621922.85,594,2730.51,540.90,4999.02
Nike,First-time Buyer,Supermarkets ,Salesperson,1619862.23,589,2750.19,505.40,4998.86
Nike,High Value,Large Malls / Complexes,Manager,1411170.79,506,2788.88,504.64,4995.45
Nike,High Value,Large Malls / Complexes,Sales Associate,1524090.84,547,2786.27,505.34,4983.14
Nike,High Value,Large Malls / Complexes,Salesperson,1570337.89,559,2809.19,501.48,4998.95
Nike,High Value,Small Stores / Shops,Manager,1578039.15,585,2697.50,500.14,4985.24
Nike,High Value,Small Stores / Shops,Sales Associate,1640291.17,581,2823.22,510.74,4999.95
Nike,High Value,Small Stores / Shops,Salesperson,1679336.13,581,2890.42,517.25,4973.24
Nike,High Value,Small Stores / Shops,Senior Salesperson,1491606.11,536,2782.85,502.52,4992.66
Nike,High Value,Supermarkets ,Manager,1636542.86,606,2700.57,501.90,4999.11
Nike,High Value,Supermarkets ,Sales Associate,1477364.86,555,2661.92,500.77,4997.19
Nike,High Value,Supermarkets ,Salesperson,1684359.27,592,2845.20,505.18,4994.68
Nike,High Value,Supermarkets ,Senior Salesperson,1574212.14,558,2821.17,504.25,4997.27
Nike,In-Store Regular,Large Malls / Complexes,Manager,1521188.52,561,2711.57,511.44,4993.71
Nike,In-Store Regular,Large Malls / Complexes,Sales Associate,1482194.94,542,2734.68,515.28,4998.76
Nike,In-Store Regular,Large Malls / Complexes,Salesperson,1447564.40,521,2778.43,517.57,4982.68
Nike,In-Store Regular,Small Stores / Shops,Manager,1690731.52,600,2817.89,502.42,4989.50
Nike,In-Store Regular,Small Stores / Shops,Sales Associate,1559504.82,565,2760.19,509.72,4998.83
Nike,In-Store Regular,Small Stores / Shops,Salesperson,1809566.07,643,2814.26,506.75,4986.87
Nike,In-Store Regular,Supermarkets ,Manager,1673548.29,592,2826.94,505.91,4988.99
Nike,In-Store Regular,Supermarkets ,Sales Associate,1707129.78,645,2646.71,502.32,4991.51
Nike,In-Store Regular,Supermarkets ,Salesperson,1692107.34,629,2690.15,515.42,4999.33
Nike,In-Store Regular,Supermarkets ,Senior Salesperson,1389790.06,510,2725.08,503.23,4986.53
Nike,Loyal Customer,Large Malls / Complexes,Manager,1546964.16,550,2812.66,506.69,4997.89
Nike,Loyal Customer,Large Malls / Complexes,Sales Associate,1544600.31,562,2748.40,506.59,4997.47
Nike,Loyal Customer,Large Malls / Complexes,Salesperson,1504016.64,544,2764.74,511.87,4972.62
Nike,Loyal Customer,Small Stores / Shops,Manager,1627150.23,584,2786.22,501.30,4999.83
Nike,Loyal Customer,Small Stores / Shops,Sales Associate,1631021.69,588,2773.85,511.11,4998.97
Nike,Loyal Customer,Small Stores / Shops,Salesperson,1650508.48,602,2741.71,503.87,4998.67
Nike,Loyal Customer,Small Stores / Shops,Senior Salesperson,1382656.87,507,2727.13,501.07,4993.88
Nike,Loyal Customer,Supermarkets ,Manager,1430160.96,521,2745.03,511.51,4996.19
Nike,Loyal Customer,Supermarkets ,Sales Associate,1815024.42,669,2713.04,501.50,4983.28
Nike,Loyal Customer,Supermarkets ,Salesperson,1642880.92,612,2684.45,502.19,4998.23
Nike,Loyal Customer,Supermarkets ,Senior Salesperson,1461847.17,539,2712.15,514.30,4985.13
