brand,customer_segment,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Adidas,Churn Risk,Black Friday Blowout,379039.58,131,2893.43,503.18,4977.09
Adidas,Churn Risk,Cart Crasher Campaign,340376.74,122,2789.97,540.89,4979.31
Adidas,Churn Risk,Cashback Carnival,379023.19,137,2766.59,526.46,4994.16
Adidas,Churn Risk,Clearance Countdown,355785.06,126,2823.69,563.58,4998.56
Adidas,Churn Risk,Countdown to Savings,388533.59,138,2815.46,529.00,4968.92
Adidas,Churn Risk,Customer Appreciation Week,358049.47,133,2692.10,520.41,4937.49
Adidas,Churn Risk,Cyber Monday Mania,351156.78,119,2950.90,587.59,4974.49
Adidas,Churn Risk,Deal of the Month,333827.53,121,2758.91,511.14,4995.45
Adidas,Churn Risk,Double Points Bonanza,339499.22,127,2673.22,504.72,4976.03
Adidas,Churn Risk,Early Bird Specials,347739.68,123,2827.15,615.84,4995.32
Adidas,Churn Risk,End of Season Sale,386721.63,142,2723.39,560.40,4983.53
Adidas,Churn Risk,Exclusive Insider Offers,392557.34,144,2726.09,508.78,4984.33
Adidas,Churn Risk,Festive Fever Promo,357643.40,133,2689.05,510.97,4986.10
Adidas,Churn Risk,Final Call Frenzy,405482.21,141,2875.76,514.15,4910.75
Adidas,Churn Risk,Flash Frenzy Friday,339261.53,124,2735.98,511.20,4997.00
Adidas,Churn Risk,"Gift More, Spend Less",353181.06,140,2522.72,510.65,4958.60
Adidas,Churn Risk,Golden Hour Bargains,390180.39,142,2747.75,508.67,4991.51
Adidas,Churn Risk,Green Weekend Deals,356328.54,130,2740.99,602.01,4948.82
Adidas,Churn Risk,Happy Hour Discounts,327490.83,121,2706.54,505.67,4994.51
Adidas,Churn Risk,Holiday Shopping Rush,387737.40,138,2809.69,578.57,4952.40
Adidas,Churn Risk,Hot Picks Promo,427038.27,151,2828.07,523.60,4927.71
Adidas,Churn Risk,Instant Gratification Sale,375086.32,139,2698.46,566.52,4998.40
Adidas,Churn Risk,Limited Time Treasures,292328.62,110,2657.53,624.56,4831.16
Adidas,Churn Risk,Loyalty Rewards Blast,333627.08,111,3005.65,554.99,4990.36
Adidas,Churn Risk,Mega Weekend Bonanza,326153.75,123,2651.66,515.58,4992.14
Adidas,Churn Risk,Mid-Year Madness,432294.82,147,2940.78,532.31,4991.08
Adidas,Churn Risk,Midnight Madness,371219.31,134,2770.29,512.42,4994.43
Adidas,Churn Risk,Mystery Discount Days,425991.67,150,2839.94,532.78,4979.18
Adidas,Churn Risk,New Arrival Showcase,407667.97,141,2891.26,526.98,4993.32
Adidas,Churn Risk,New Product Launch Promo,376008.44,131,2870.29,500.73,4999.18
Adidas,Churn Risk,New Year Kickoff,349684.40,132,2649.12,543.84,4988.93
Adidas,Churn Risk,Price Drop Parade,344484.09,127,2712.47,560.63,4932.51
Adidas,Churn Risk,Red Tag Clearance,302529.04,115,2630.69,618.81,4982.81
Adidas,Churn Risk,Seasonal Surprise Box,398576.29,141,2826.78,515.20,4992.17
Adidas,Churn Risk,Shop & Save Spectacular,357178.81,129,2768.83,511.32,4948.15
Adidas,Churn Risk,Smart Shopper Week,481075.21,177,2717.94,594.66,4999.86
Adidas,Churn Risk,Spring Refresh Event,335541.18,125,2684.33,534.63,4997.20
Adidas,Churn Risk,Spring Splash Discounts,315681.82,123,2566.52,535.63,4995.14
Adidas,Churn Risk,Summer Sizzle Promo,343977.81,131,2625.78,513.04,4985.23
Adidas,Churn Risk,Super Savings Week,342928.31,123,2788.04,506.36,4962.64
Adidas,Churn Risk,Ultimate Value Event,311353.68,124,2510.92,521.06,4979.03
Adidas,Churn Risk,VIP Access Sale,324778.33,121,2684.12,558.18,4976.34
Adidas,Churn Risk,Weekend Warrior Specials,289040.60,111,2603.97,502.77,4993.94
Adidas,Churn Risk,Winter Clearance Carnival,422826.02,148,2856.93,532.03,4997.18
Adidas,Churn Risk,Winter Wonders Sale,339798.19,127,2675.58,511.60,4929.83
Adidas,Deal Seeker,12 Days of Deals,382274.52,147,2600.51,523.07,4970.14
Adidas,Deal Seeker,Autumn Deals Drive,404532.18,138,2931.39,518.04,4991.85
Adidas,Deal Seeker,BOGO Blitz,421223.51,148,2846.10,518.34,4917.52
Adidas,Deal Seeker,Back to School Boost,425261.41,157,2708.67,518.87,4989.82
Adidas,Deal Seeker,Birthday Bash Sale,358473.13,127,2822.62,529.74,4994.20
Adidas,Deal Seeker,Black Friday Blowout,360233.65,130,2771.03,524.52,4956.18
Adidas,Deal Seeker,Cart Crasher Campaign,373398.95,135,2765.92,512.46,4944.12
Adidas,Deal Seeker,Cashback Carnival,379269.53,132,2873.25,515.77,4939.63
Adidas,Deal Seeker,Clearance Countdown,364096.75,136,2677.18,505.52,4958.31
Adidas,Deal Seeker,Countdown to Savings,393997.37,133,2962.39,509.94,4963.31
Adidas,Deal Seeker,Customer Appreciation Week,404419.57,135,2995.70,661.57,4988.05
Adidas,Deal Seeker,Cyber Monday Mania,394049.26,143,2755.59,572.65,4990.88
Adidas,Deal Seeker,Deal of the Month,386824.53,134,2886.75,577.97,4972.55
Adidas,Deal Seeker,Double Points Bonanza,316068.92,117,2701.44,507.68,4996.56
Adidas,Deal Seeker,Early Bird Specials,366965.09,133,2759.14,506.32,4982.97
Adidas,Deal Seeker,End of Season Sale,388276.66,147,2641.34,515.55,4979.39
Adidas,Deal Seeker,Exclusive Insider Offers,366717.25,123,2981.44,534.77,4971.71
Adidas,Deal Seeker,Festive Fever Promo,400732.76,139,2882.97,523.41,4963.85
Adidas,Deal Seeker,Final Call Frenzy,387484.42,137,2828.35,509.40,4992.84
Adidas,Deal Seeker,Flash Frenzy Friday,316849.68,120,2640.41,511.53,4994.26
Adidas,Deal Seeker,"Gift More, Spend Less",387777.32,143,2711.73,504.14,4946.78
Adidas,Deal Seeker,Golden Hour Bargains,363017.91,140,2592.99,522.15,4998.10
Adidas,Deal Seeker,Green Weekend Deals,363579.45,134,2713.28,501.10,4953.96
Adidas,Deal Seeker,Happy Hour Discounts,339996.44,122,2786.86,597.27,4945.76
Adidas,Deal Seeker,Holiday Shopping Rush,357835.14,135,2650.63,506.26,4969.91
Adidas,Deal Seeker,Hot Picks Promo,352630.11,131,2691.83,520.65,4968.49
Adidas,Deal Seeker,Instant Gratification Sale,366487.24,131,2797.61,509.42,4985.30
Adidas,Deal Seeker,Limited Time Treasures,339635.04,130,2612.58,501.46,4936.80
Adidas,Deal Seeker,Loyalty Rewards Blast,407457.41,146,2790.80,503.10,4941.50
Adidas,Deal Seeker,Mega Weekend Bonanza,390910.42,132,2961.44,559.96,4957.09
Adidas,Deal Seeker,Mid-Year Madness,287553.05,120,2396.28,501.32,4975.75
Adidas,Deal Seeker,Midnight Madness,399693.86,144,2775.65,512.27,4952.37
Adidas,Deal Seeker,Mystery Discount Days,339040.64,124,2734.20,534.57,4976.22
Adidas,Deal Seeker,New Arrival Showcase,365947.83,121,3024.36,599.07,4982.07
Adidas,Deal Seeker,New Product Launch Promo,355177.19,128,2774.82,541.18,4991.43
Adidas,Deal Seeker,New Year Kickoff,383238.56,135,2838.80,565.76,4977.99
Adidas,Deal Seeker,Price Drop Parade,401638.66,142,2828.44,545.20,4992.13
Adidas,Deal Seeker,Red Tag Clearance,389997.28,131,2977.08,509.09,4957.70
Adidas,Deal Seeker,Seasonal Surprise Box,381024.49,140,2721.60,500.52,4978.73
Adidas,Deal Seeker,Shop & Save Spectacular,371303.66,127,2923.65,528.50,4995.87
Adidas,Deal Seeker,Smart Shopper Week,382231.69,137,2790.01,564.26,4983.10
Adidas,Deal Seeker,Spring Refresh Event,314242.82,115,2732.55,511.11,4917.83
Adidas,Deal Seeker,Spring Splash Discounts,379939.88,144,2638.47,500.46,4996.95
Adidas,Deal Seeker,Summer Sizzle Promo,387009.93,138,2804.42,513.93,4975.17
Adidas,Deal Seeker,Super Savings Week,397085.62,141,2816.21,515.33,4983.09
Adidas,Deal Seeker,Ultimate Value Event,391629.56,146,2682.39,573.04,4980.77
Adidas,Deal Seeker,VIP Access Sale,347176.16,119,2917.45,560.93,4952.43
Adidas,Deal Seeker,Weekend Warrior Specials,390915.36,138,2832.72,528.56,4976.61
Adidas,Deal Seeker,Winter Clearance Carnival,396060.61,140,2829.00,509.53,4945.48
Adidas,Deal Seeker,Winter Wonders Sale,384028.60,140,2743.06,512.88,4996.30
Adidas,First-time Buyer,12 Days of Deals,474276.78,167,2839.98,512.27,4984.11
Adidas,First-time Buyer,Autumn Deals Drive,396166.47,149,2658.84,534.57,4974.39
Adidas,First-time Buyer,BOGO Blitz,385164.70,130,2962.81,523.98,4997.05
Adidas,First-time Buyer,Back to School Boost,382466.69,149,2566.89,550.18,4999.86
Adidas,First-time Buyer,Birthday Bash Sale,359106.19,126,2850.05,509.00,4994.96
Adidas,First-time Buyer,Black Friday Blowout,407248.71,143,2847.89,556.22,4990.39
Adidas,First-time Buyer,Cart Crasher Campaign,319100.57,116,2750.87,581.42,4950.65
Adidas,First-time Buyer,Cashback Carnival,345568.26,129,2678.82,503.40,4972.53
Adidas,First-time Buyer,Clearance Countdown,278148.53,96,2897.38,553.93,4993.67
Adidas,First-time Buyer,Countdown to Savings,325533.60,131,2484.99,515.05,4993.86
Adidas,First-time Buyer,Customer Appreciation Week,435111.17,161,2702.55,510.44,4947.90
Adidas,First-time Buyer,Cyber Monday Mania,282757.70,106,2667.53,525.26,4977.18
Adidas,First-time Buyer,Deal of the Month,379920.77,133,2856.55,520.13,4989.69
Adidas,First-time Buyer,Double Points Bonanza,329325.84,117,2814.75,507.03,4985.88
Adidas,First-time Buyer,Early Bird Specials,405160.06,139,2914.82,526.61,4978.03
Adidas,First-time Buyer,End of Season Sale,360225.87,138,2610.33,521.54,4976.16
Adidas,First-time Buyer,Exclusive Insider Offers,357915.27,127,2818.23,512.76,4926.65
Adidas,First-time Buyer,Festive Fever Promo,348397.62,129,2700.76,504.43,4972.63
Adidas,First-time Buyer,Final Call Frenzy,387147.37,139,2785.23,501.90,4978.28
Adidas,First-time Buyer,Flash Frenzy Friday,336582.77,123,2736.45,503.51,4989.55
Adidas,First-time Buyer,"Gift More, Spend Less",410025.77,144,2847.40,530.30,4986.03
Adidas,First-time Buyer,Golden Hour Bargains,344894.36,129,2673.60,503.10,4962.75
Adidas,First-time Buyer,Green Weekend Deals,396944.66,143,2775.84,506.43,4939.51
Adidas,First-time Buyer,Happy Hour Discounts,323909.15,121,2676.94,510.62,4981.47
Adidas,First-time Buyer,Holiday Shopping Rush,351073.62,139,2525.71,542.11,4942.38
Adidas,First-time Buyer,Hot Picks Promo,357099.57,131,2725.95,573.26,4968.97
Adidas,First-time Buyer,Instant Gratification Sale,333205.90,128,2603.17,501.99,4997.63
Adidas,First-time Buyer,Limited Time Treasures,346969.00,119,2915.71,571.04,4961.50
Adidas,First-time Buyer,Loyalty Rewards Blast,345781.28,125,2766.25,508.93,4993.88
Adidas,First-time Buyer,Mega Weekend Bonanza,337801.17,127,2659.85,518.73,4931.29
Adidas,First-time Buyer,Mid-Year Madness,324238.59,115,2819.47,515.76,4925.56
Adidas,First-time Buyer,Midnight Madness,383900.26,132,2908.34,522.78,4983.78
Adidas,First-time Buyer,Mystery Discount Days,319313.22,119,2683.30,531.52,4950.33
Adidas,First-time Buyer,New Arrival Showcase,434589.77,159,2733.27,501.06,4996.95
Adidas,First-time Buyer,New Product Launch Promo,375189.15,134,2799.92,510.20,4988.14
Adidas,First-time Buyer,New Year Kickoff,311803.81,125,2494.43,503.01,4749.20
Adidas,First-time Buyer,Price Drop Parade,332418.04,120,2770.15,515.61,4984.37
Adidas,First-time Buyer,Red Tag Clearance,404161.34,147,2749.40,580.93,4989.71
Adidas,First-time Buyer,Seasonal Surprise Box,359899.51,129,2789.92,519.58,4947.29
Adidas,First-time Buyer,Shop & Save Spectacular,355675.59,129,2757.18,513.48,4923.68
Adidas,First-time Buyer,Smart Shopper Week,391029.45,135,2896.51,575.11,4988.00
Adidas,First-time Buyer,Spring Refresh Event,363469.50,139,2614.89,508.72,4979.80
Adidas,First-time Buyer,Spring Splash Discounts,372304.07,132,2820.49,550.55,4974.21
Adidas,First-time Buyer,Summer Sizzle Promo,381888.35,143,2670.55,527.09,4923.81
Adidas,First-time Buyer,Super Savings Week,373973.37,129,2899.02,511.09,4990.11
Adidas,First-time Buyer,Ultimate Value Event,396355.29,150,2642.37,586.95,4944.24
Adidas,First-time Buyer,VIP Access Sale,322299.99,113,2852.21,538.17,4996.65
Adidas,First-time Buyer,Weekend Warrior Specials,394656.29,157,2513.73,506.49,4974.91
Adidas,First-time Buyer,Winter Clearance Carnival,394185.34,137,2877.27,548.74,4958.23
Adidas,First-time Buyer,Winter Wonders Sale,336418.58,125,2691.35,592.93,4995.17
Adidas,High Value,12 Days of Deals,351073.26,128,2742.76,510.93,4998.46
Adidas,High Value,Autumn Deals Drive,342620.29,125,2740.96,587.07,4943.25
Adidas,High Value,BOGO Blitz,365374.10,127,2876.96,631.23,4969.00
Adidas,High Value,Back to School Boost,313912.52,117,2683.01,501.04,4959.35
Adidas,High Value,Birthday Bash Sale,336032.92,125,2688.26,502.17,4882.99
Adidas,High Value,Black Friday Blowout,397506.31,145,2741.42,535.84,4926.91
Adidas,High Value,Cart Crasher Campaign,359793.80,142,2533.76,515.37,4923.90
Adidas,High Value,Cashback Carnival,391995.72,141,2780.11,527.96,4981.92
Adidas,High Value,Clearance Countdown,397438.09,147,2703.66,500.53,4995.33
Adidas,High Value,Countdown to Savings,356381.21,127,2806.15,643.83,4932.95
Adidas,High Value,Customer Appreciation Week,346241.39,132,2623.04,617.64,4960.87
Adidas,High Value,Cyber Monday Mania,427006.23,153,2790.89,508.76,4996.37
Adidas,High Value,Deal of the Month,280134.42,112,2501.20,504.75,4869.24
Adidas,High Value,Double Points Bonanza,359684.17,133,2704.39,514.48,4992.41
Adidas,High Value,Early Bird Specials,385496.37,142,2714.76,504.93,4993.12
Adidas,High Value,End of Season Sale,314624.14,118,2666.31,511.79,4917.49
Adidas,High Value,Exclusive Insider Offers,406203.01,145,2801.40,535.92,4987.28
Adidas,High Value,Festive Fever Promo,406358.66,141,2881.98,566.14,4977.68
Adidas,High Value,Final Call Frenzy,309890.81,117,2648.64,539.41,4972.71
Adidas,High Value,Flash Frenzy Friday,366947.15,131,2801.12,519.52,4981.75
Adidas,High Value,"Gift More, Spend Less",345324.74,131,2636.07,523.26,4990.08
Adidas,High Value,Golden Hour Bargains,361130.77,132,2735.84,511.16,4987.66
Adidas,High Value,Green Weekend Deals,332614.03,119,2795.08,513.01,4981.60
Adidas,High Value,Happy Hour Discounts,389751.94,142,2744.73,517.25,4987.27
Adidas,High Value,Holiday Shopping Rush,366631.34,131,2798.71,506.77,4998.34
Adidas,High Value,Hot Picks Promo,349241.87,127,2749.94,505.94,4887.78
Adidas,High Value,Instant Gratification Sale,387532.28,142,2729.10,500.95,4993.28
Adidas,High Value,Limited Time Treasures,397301.33,144,2759.04,512.61,4999.38
Adidas,High Value,Loyalty Rewards Blast,393396.65,140,2809.98,502.35,4979.35
Adidas,High Value,Mega Weekend Bonanza,379722.06,136,2792.07,600.44,4996.59
Adidas,High Value,Mid-Year Madness,327890.42,121,2709.84,612.20,4927.68
Adidas,High Value,Midnight Madness,335873.42,122,2753.06,556.43,4949.02
Adidas,High Value,Mystery Discount Days,342256.48,128,2673.88,500.17,4967.22
Adidas,High Value,New Arrival Showcase,360229.35,131,2749.84,522.55,4995.28
Adidas,High Value,New Product Launch Promo,360649.77,133,2711.65,539.45,4951.78
Adidas,High Value,New Year Kickoff,386494.21,143,2702.76,503.31,4989.24
Adidas,High Value,Price Drop Parade,362706.32,132,2747.78,503.07,4979.30
Adidas,High Value,Red Tag Clearance,408890.32,139,2941.66,601.39,4933.11
Adidas,High Value,Seasonal Surprise Box,363049.34,136,2669.48,533.53,4826.54
Adidas,High Value,Shop & Save Spectacular,361388.34,131,2758.69,514.88,4974.46
Adidas,High Value,Smart Shopper Week,326547.16,123,2654.85,507.97,4948.24
Adidas,High Value,Spring Refresh Event,294947.50,113,2610.15,534.63,4999.78
Adidas,High Value,Spring Splash Discounts,356586.17,139,2565.37,535.84,4958.61
Adidas,High Value,Summer Sizzle Promo,324876.11,117,2776.72,635.62,4998.80
Adidas,High Value,Super Savings Week,416301.38,158,2634.82,502.34,4959.27
Adidas,High Value,Ultimate Value Event,401531.52,142,2827.69,507.38,4974.76
Adidas,High Value,VIP Access Sale,361942.61,135,2681.06,506.38,4942.86
Adidas,High Value,Weekend Warrior Specials,428102.10,158,2709.51,501.48,4870.51
Adidas,High Value,Winter Clearance Carnival,410215.82,153,2681.15,595.76,4958.83
Adidas,High Value,Winter Wonders Sale,344168.12,132,2607.33,601.78,4832.79
Adidas,In-Store Regular,12 Days of Deals,424116.97,152,2790.24,501.08,4958.02
Adidas,In-Store Regular,Autumn Deals Drive,398419.02,143,2786.15,511.09,4980.77
Adidas,In-Store Regular,BOGO Blitz,395667.54,145,2728.74,500.64,4988.61
Adidas,In-Store Regular,Back to School Boost,349881.63,127,2754.97,507.11,4965.45
Adidas,In-Store Regular,Birthday Bash Sale,329002.82,125,2632.02,504.16,4831.06
Adidas,In-Store Regular,Black Friday Blowout,404666.94,142,2849.77,502.05,4990.51
Adidas,In-Store Regular,Cart Crasher Campaign,337690.81,128,2638.21,521.26,4959.37
Adidas,In-Store Regular,Cashback Carnival,247754.80,98,2528.11,558.08,4962.48
Adidas,In-Store Regular,Clearance Countdown,307876.15,118,2609.12,532.69,4993.56
Adidas,In-Store Regular,Countdown to Savings,311450.71,118,2639.41,501.16,4996.97
Adidas,In-Store Regular,Customer Appreciation Week,351075.89,137,2562.60,527.58,4973.71
Adidas,In-Store Regular,Cyber Monday Mania,379196.27,132,2872.70,519.85,4960.73
Adidas,In-Store Regular,Deal of the Month,297279.36,110,2702.54,534.06,4974.63
Adidas,In-Store Regular,Double Points Bonanza,296246.18,112,2645.06,503.76,4977.08
Adidas,In-Store Regular,Early Bird Specials,361588.74,138,2620.21,534.11,4998.17
Adidas,In-Store Regular,End of Season Sale,387073.70,134,2888.61,507.77,4997.48
Adidas,In-Store Regular,Exclusive Insider Offers,353424.74,122,2896.92,532.79,4990.23
Adidas,In-Store Regular,Festive Fever Promo,350763.48,128,2740.34,518.22,4988.63
Adidas,In-Store Regular,Final Call Frenzy,359142.36,132,2720.78,568.63,4999.33
Adidas,In-Store Regular,Flash Frenzy Friday,402685.38,145,2777.14,528.03,4989.45
Adidas,In-Store Regular,"Gift More, Spend Less",365650.64,128,2856.65,535.98,4986.37
Adidas,In-Store Regular,Golden Hour Bargains,346468.59,125,2771.75,531.04,4999.76
Adidas,In-Store Regular,Green Weekend Deals,336467.92,123,2735.51,565.23,4963.36
Adidas,In-Store Regular,Happy Hour Discounts,392238.98,135,2905.47,525.65,4969.85
Adidas,In-Store Regular,Holiday Shopping Rush,336077.19,124,2710.30,520.18,4903.73
Adidas,In-Store Regular,Hot Picks Promo,417935.58,145,2882.31,523.21,4989.96
Adidas,In-Store Regular,Instant Gratification Sale,416884.11,132,3158.21,574.82,4976.89
Adidas,In-Store Regular,Limited Time Treasures,328854.71,121,2717.81,528.37,4891.99
Adidas,In-Store Regular,Loyalty Rewards Blast,297052.91,122,2434.86,507.26,4950.64
Adidas,In-Store Regular,Mega Weekend Bonanza,388500.15,133,2921.05,537.88,4966.53
Adidas,In-Store Regular,Mid-Year Madness,344333.79,136,2531.87,550.59,4989.23
Adidas,In-Store Regular,Midnight Madness,385536.51,137,2814.14,500.45,4948.81
Adidas,In-Store Regular,Mystery Discount Days,382136.08,140,2729.54,506.53,4954.34
Adidas,In-Store Regular,New Arrival Showcase,403950.56,138,2927.18,513.56,4951.47
Adidas,In-Store Regular,New Product Launch Promo,360906.04,135,2673.38,552.27,4984.56
Adidas,In-Store Regular,New Year Kickoff,357104.07,126,2834.16,502.81,4948.61
Adidas,In-Store Regular,Price Drop Parade,316163.56,115,2749.25,554.85,4911.61
Adidas,In-Store Regular,Red Tag Clearance,387616.54,142,2729.69,506.04,4962.42
Adidas,In-Store Regular,Seasonal Surprise Box,279600.28,110,2541.82,539.50,4968.37
Adidas,In-Store Regular,Shop & Save Spectacular,302276.98,120,2518.97,519.63,4969.48
Adidas,In-Store Regular,Smart Shopper Week,398957.81,141,2829.49,555.25,4908.48
Adidas,In-Store Regular,Spring Refresh Event,414493.66,147,2819.68,508.56,4943.76
Adidas,In-Store Regular,Spring Splash Discounts,313548.62,116,2703.01,601.29,4998.18
Adidas,In-Store Regular,Summer Sizzle Promo,306973.09,111,2765.52,583.29,4935.81
Adidas,In-Store Regular,Super Savings Week,359201.62,134,2680.61,692.13,4933.06
Adidas,In-Store Regular,Ultimate Value Event,279197.40,97,2878.32,502.50,4998.24
Adidas,In-Store Regular,VIP Access Sale,360345.14,128,2815.20,520.45,4987.83
Adidas,In-Store Regular,Weekend Warrior Specials,391902.39,143,2740.58,502.44,4964.14
Adidas,In-Store Regular,Winter Clearance Carnival,444938.50,154,2889.21,601.12,4992.09
Adidas,In-Store Regular,Winter Wonders Sale,343524.06,122,2815.77,520.80,4953.75
Adidas,Loyal Customer,12 Days of Deals,324003.93,119,2722.72,504.41,4974.07
Adidas,Loyal Customer,Autumn Deals Drive,428499.77,147,2914.96,566.54,4981.04
Adidas,Loyal Customer,BOGO Blitz,380485.02,133,2860.79,535.82,4998.71
Adidas,Loyal Customer,Back to School Boost,420349.74,150,2802.33,692.30,4996.96
Adidas,Loyal Customer,Birthday Bash Sale,399527.72,144,2774.50,500.58,4998.00
Adidas,Loyal Customer,Black Friday Blowout,358877.25,128,2803.73,557.08,4961.89
Adidas,Loyal Customer,Cart Crasher Campaign,369526.33,132,2799.44,555.02,4994.25
Adidas,Loyal Customer,Cashback Carnival,362507.23,132,2746.27,532.95,4982.89
Adidas,Loyal Customer,Clearance Countdown,401237.43,156,2572.03,531.33,4986.35
Adidas,Loyal Customer,Countdown to Savings,371086.19,136,2728.57,510.44,4973.90
Adidas,Loyal Customer,Customer Appreciation Week,345416.56,129,2677.65,503.78,4947.58
Adidas,Loyal Customer,Cyber Monday Mania,372590.95,140,2661.36,517.23,4952.82
Adidas,Loyal Customer,Deal of the Month,401388.97,147,2730.54,545.36,4872.78
Adidas,Loyal Customer,Double Points Bonanza,358115.49,121,2959.63,506.41,4979.79
Adidas,Loyal Customer,Early Bird Specials,361224.97,129,2800.19,630.48,4927.36
Adidas,Loyal Customer,End of Season Sale,320371.02,119,2692.19,558.29,4987.68
Adidas,Loyal Customer,Exclusive Insider Offers,381193.13,139,2742.40,503.34,4927.19
Adidas,Loyal Customer,Festive Fever Promo,372976.23,138,2702.73,513.73,4991.54
Adidas,Loyal Customer,Final Call Frenzy,361727.34,137,2640.35,514.83,4936.83
