brand,store_type,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Adidas,Large Malls / Complexes,Manager,Super Savings Week,311039.65,119,2613.78,528.70,4962.64
Adidas,Large Malls / Complexes,Manager,VIP Access Sale,329612.75,118,2793.33,552.68,4976.34
Adidas,Large Malls / Complexes,Manager,Weekend Warrior Specials,320816.48,117,2742.02,545.88,4861.83
Adidas,Large Malls / Complexes,Sales Associate,12 Days of Deals,306858.15,106,2894.89,600.10,4929.55
Adidas,Large Malls / Complexes,Sales Associate,Autumn Deals Drive,312769.02,108,2896.01,518.04,4982.16
Adidas,Large Malls / Complexes,Sales Associate,BOGO Blitz,341840.28,123,2779.19,533.73,4998.71
Adidas,Large Malls / Complexes,Sales Associate,Black Friday Blowout,325950.21,114,2859.21,507.51,4964.85
Adidas,Large Malls / Complexes,Sales Associate,Cart Crasher Campaign,304651.94,104,2929.35,555.02,4994.25
Adidas,Large Malls / Complexes,Sales Associate,Cashback Carnival,377190.85,133,2836.02,515.77,4971.77
Adidas,Large Malls / Complexes,Sales Associate,Clearance Countdown,342296.90,132,2593.16,503.83,4949.25
Adidas,Large Malls / Complexes,Sales Associate,Customer Appreciation Week,318042.83,119,2672.63,510.44,4928.12
Adidas,Large Malls / Complexes,Sales Associate,Cyber Monday Mania,315827.53,109,2897.50,666.88,4923.88
Adidas,Large Malls / Complexes,Sales Associate,Deal of the Month,304362.85,108,2818.17,540.57,4950.00
Adidas,Large Malls / Complexes,Sales Associate,End of Season Sale,304663.09,106,2874.18,560.40,4828.73
Adidas,Large Malls / Complexes,Sales Associate,Exclusive Insider Offers,320778.83,112,2864.10,503.34,4975.61
Adidas,Large Malls / Complexes,Sales Associate,Final Call Frenzy,310416.20,117,2653.13,541.76,4978.28
Adidas,Large Malls / Complexes,Sales Associate,Flash Frenzy Friday,341081.16,119,2866.23,591.95,4943.55
Adidas,Large Malls / Complexes,Sales Associate,Golden Hour Bargains,337332.41,124,2720.42,503.10,4999.76
Adidas,Large Malls / Complexes,Sales Associate,Holiday Shopping Rush,381850.53,128,2983.21,506.26,4981.68
Adidas,Large Malls / Complexes,Sales Associate,Instant Gratification Sale,327884.34,115,2851.17,517.51,4997.63
Adidas,Large Malls / Complexes,Sales Associate,Midnight Madness,301560.17,109,2766.61,512.27,4950.57
Adidas,Large Malls / Complexes,Sales Associate,Mystery Discount Days,314417.93,115,2734.07,579.44,4976.22
Adidas,Large Malls / Complexes,Sales Associate,Red Tag Clearance,321496.55,110,2922.70,521.17,4935.44
Adidas,Large Malls / Complexes,Sales Associate,Seasonal Surprise Box,347519.28,126,2758.09,551.05,4973.71
Adidas,Large Malls / Complexes,Sales Associate,Shop & Save Spectacular,332888.38,122,2728.59,507.72,4992.75
Adidas,Large Malls / Complexes,Sales Associate,Smart Shopper Week,359592.62,128,2809.32,518.23,4972.34
Adidas,Large Malls / Complexes,Sales Associate,Spring Splash Discounts,333851.41,124,2692.35,535.63,4933.73
Adidas,Large Malls / Complexes,Sales Associate,Summer Sizzle Promo,303475.74,113,2685.63,506.00,4982.52
Adidas,Large Malls / Complexes,Sales Associate,Super Savings Week,313015.02,110,2845.59,522.46,4947.53
Adidas,Large Malls / Complexes,Sales Associate,Weekend Warrior Specials,352059.94,129,2729.15,556.93,4872.44
Adidas,Large Malls / Complexes,Sales Associate,Winter Clearance Carnival,355766.26,129,2757.88,628.77,4997.18
Adidas,Large Malls / Complexes,Sales Associate,Winter Wonders Sale,315812.94,120,2631.77,573.86,4983.97
Adidas,Large Malls / Complexes,Salesperson,12 Days of Deals,321637.89,122,2636.38,523.07,4954.87
Adidas,Large Malls / Complexes,Salesperson,Autumn Deals Drive,313424.06,111,2823.64,519.22,4981.81
Adidas,Large Malls / Complexes,Salesperson,BOGO Blitz,350017.14,125,2800.14,550.36,4938.39
Adidas,Large Malls / Complexes,Salesperson,Cashback Carnival,336838.91,112,3007.49,531.84,4944.52
Adidas,Large Malls / Complexes,Salesperson,Clearance Countdown,317446.82,114,2784.62,505.52,4995.33
Adidas,Large Malls / Complexes,Salesperson,Countdown to Savings,324559.58,112,2897.85,681.12,4872.73
Adidas,Large Malls / Complexes,Salesperson,Customer Appreciation Week,321960.12,123,2617.56,548.99,4957.35
Adidas,Large Malls / Complexes,Salesperson,Cyber Monday Mania,301369.89,114,2643.60,538.62,4986.44
Adidas,Large Malls / Complexes,Salesperson,Early Bird Specials,357067.70,129,2767.97,567.13,4982.97
Adidas,Large Malls / Complexes,Salesperson,Exclusive Insider Offers,347226.55,121,2869.64,521.53,4987.28
Adidas,Large Malls / Complexes,Salesperson,Festive Fever Promo,347970.37,129,2697.44,532.59,4945.80
Adidas,Large Malls / Complexes,Salesperson,Flash Frenzy Friday,371910.95,128,2905.55,514.40,4981.24
Adidas,Large Malls / Complexes,Salesperson,"Gift More, Spend Less",300530.66,108,2782.69,504.14,4994.22
Adidas,Large Malls / Complexes,Salesperson,Golden Hour Bargains,300626.43,106,2836.10,508.67,4952.14
Adidas,Large Malls / Complexes,Salesperson,Green Weekend Deals,303858.99,108,2813.51,560.33,4956.83
Adidas,Large Malls / Complexes,Salesperson,Happy Hour Discounts,320893.06,106,3027.29,510.62,4933.42
Adidas,Large Malls / Complexes,Salesperson,Instant Gratification Sale,337505.08,119,2836.18,542.57,4966.50
Adidas,Large Malls / Complexes,Salesperson,Mega Weekend Bonanza,304498.09,105,2899.98,575.16,4915.82
Adidas,Large Malls / Complexes,Salesperson,Midnight Madness,314112.46,120,2617.60,564.97,4952.37
Adidas,Large Malls / Complexes,Salesperson,Mystery Discount Days,316308.41,121,2614.12,528.21,4922.26
Adidas,Large Malls / Complexes,Salesperson,New Arrival Showcase,349956.82,122,2868.50,513.68,4892.63
Adidas,Large Malls / Complexes,Salesperson,New Product Launch Promo,333540.05,115,2900.35,520.95,4999.95
Adidas,Large Malls / Complexes,Salesperson,New Year Kickoff,381423.33,137,2784.11,522.48,4957.93
Adidas,Large Malls / Complexes,Salesperson,Smart Shopper Week,314684.32,122,2579.38,540.58,4998.23
Adidas,Large Malls / Complexes,Salesperson,Spring Refresh Event,325404.31,108,3013.00,543.53,4985.65
Adidas,Large Malls / Complexes,Salesperson,Summer Sizzle Promo,328895.24,120,2740.79,508.62,4958.89
Adidas,Large Malls / Complexes,Salesperson,Super Savings Week,315695.21,110,2869.96,502.34,4949.70
Adidas,Large Malls / Complexes,Salesperson,Ultimate Value Event,360451.06,130,2772.70,593.54,4979.03
Adidas,Large Malls / Complexes,Salesperson,Winter Clearance Carnival,330102.83,117,2821.39,612.49,4993.51
Adidas,Large Malls / Complexes,Salesperson,Winter Wonders Sale,312994.60,113,2769.86,512.88,4927.28
Adidas,Large Malls / Complexes,Senior Salesperson,Back to School Boost,336454.74,119,2827.35,518.87,4981.81
Adidas,Large Malls / Complexes,Senior Salesperson,Black Friday Blowout,307036.81,104,2952.28,557.08,4967.45
Adidas,Large Malls / Complexes,Senior Salesperson,Double Points Bonanza,331715.46,109,3043.26,544.68,4984.67
Adidas,Large Malls / Complexes,Senior Salesperson,Happy Hour Discounts,305179.75,103,2962.91,535.53,4994.51
Adidas,Large Malls / Complexes,Senior Salesperson,Holiday Shopping Rush,307009.28,117,2624.01,545.23,4973.96
Adidas,Large Malls / Complexes,Senior Salesperson,Loyalty Rewards Blast,302223.13,104,2905.99,665.25,4979.35
Adidas,Small Stores / Shops,Manager,12 Days of Deals,364717.59,125,2917.74,585.70,4987.39
Adidas,Small Stores / Shops,Manager,Autumn Deals Drive,302091.71,118,2560.10,518.04,4998.38
Adidas,Small Stores / Shops,Manager,Back to School Boost,340557.05,123,2768.76,593.48,4953.86
Adidas,Small Stores / Shops,Manager,Birthday Bash Sale,309872.47,109,2842.87,509.00,4893.86
Adidas,Small Stores / Shops,Manager,Black Friday Blowout,321978.30,119,2705.70,574.29,4926.91
Adidas,Small Stores / Shops,Manager,Countdown to Savings,337631.86,118,2861.29,633.76,4992.78
Adidas,Small Stores / Shops,Manager,Early Bird Specials,308785.20,113,2732.61,556.33,4995.32
Adidas,Small Stores / Shops,Manager,End of Season Sale,336929.83,122,2761.72,521.54,4893.43
Adidas,Small Stores / Shops,Manager,Flash Frenzy Friday,333091.20,122,2730.26,584.15,4937.84
Adidas,Small Stores / Shops,Manager,"Gift More, Spend Less",335033.65,120,2791.95,546.51,4988.68
Adidas,Small Stores / Shops,Manager,Golden Hour Bargains,329970.09,119,2772.86,567.72,4976.21
Adidas,Small Stores / Shops,Manager,Green Weekend Deals,340033.42,129,2635.92,522.76,4973.68
Adidas,Small Stores / Shops,Manager,Hot Picks Promo,302659.98,108,2802.41,523.47,4982.12
Adidas,Small Stores / Shops,Manager,Limited Time Treasures,329194.29,114,2887.67,571.04,4901.98
Adidas,Small Stores / Shops,Manager,Loyalty Rewards Blast,344415.66,124,2777.55,532.86,4909.87
Adidas,Small Stores / Shops,Manager,Mega Weekend Bonanza,374995.99,130,2884.58,537.81,4996.59
Adidas,Small Stores / Shops,Manager,New Product Launch Promo,347736.20,123,2827.12,541.28,4979.03
Adidas,Small Stores / Shops,Manager,Price Drop Parade,346898.62,116,2990.51,536.82,4979.30
Adidas,Small Stores / Shops,Manager,Red Tag Clearance,336307.18,118,2850.06,534.18,4995.28
Adidas,Small Stores / Shops,Manager,Shop & Save Spectacular,348410.67,122,2855.83,536.53,4974.46
Adidas,Small Stores / Shops,Manager,Spring Splash Discounts,327994.20,115,2852.12,503.97,4995.14
Adidas,Small Stores / Shops,Manager,Super Savings Week,307469.89,110,2795.18,528.38,4959.27
Adidas,Small Stores / Shops,Manager,Weekend Warrior Specials,305286.77,114,2677.95,502.44,4989.77
Adidas,Small Stores / Shops,Manager,Winter Clearance Carnival,308532.56,106,2910.68,524.08,4909.08
Adidas,Small Stores / Shops,Sales Associate,Autumn Deals Drive,369229.20,130,2840.22,652.27,4965.27
Adidas,Small Stores / Shops,Sales Associate,BOGO Blitz,310264.46,111,2795.18,509.05,4988.61
Adidas,Small Stores / Shops,Sales Associate,Back to School Boost,301175.27,118,2552.33,501.04,4994.39
Adidas,Small Stores / Shops,Sales Associate,Birthday Bash Sale,316008.84,114,2772.01,500.58,4998.00
Adidas,Small Stores / Shops,Sales Associate,Black Friday Blowout,327096.19,121,2703.27,562.65,4954.24
Adidas,Small Stores / Shops,Sales Associate,Cashback Carnival,334917.32,127,2637.14,532.95,4981.92
Adidas,Small Stores / Shops,Sales Associate,Clearance Countdown,331509.95,121,2739.75,605.70,4996.24
Adidas,Small Stores / Shops,Sales Associate,Countdown to Savings,316488.03,117,2705.03,531.85,4955.79
Adidas,Small Stores / Shops,Sales Associate,Customer Appreciation Week,332385.03,112,2967.72,528.34,4977.50
Adidas,Small Stores / Shops,Sales Associate,Early Bird Specials,358214.64,124,2888.83,600.74,4927.36
Adidas,Small Stores / Shops,Sales Associate,Exclusive Insider Offers,333405.08,126,2646.07,532.79,4951.25
Adidas,Small Stores / Shops,Sales Associate,Final Call Frenzy,356219.27,123,2896.09,564.73,4989.90
Adidas,Small Stores / Shops,Sales Associate,"Gift More, Spend Less",346333.88,123,2815.72,524.46,4958.60
Adidas,Small Stores / Shops,Sales Associate,Happy Hour Discounts,329879.10,122,2703.93,525.65,4881.74
Adidas,Small Stores / Shops,Sales Associate,Holiday Shopping Rush,312713.90,126,2481.86,542.11,4878.77
Adidas,Small Stores / Shops,Sales Associate,Hot Picks Promo,356961.40,115,3104.01,583.88,4969.93
Adidas,Small Stores / Shops,Sales Associate,Instant Gratification Sale,390043.20,134,2910.77,535.85,4984.04
Adidas,Small Stores / Shops,Sales Associate,Loyalty Rewards Blast,312678.76,106,2949.80,510.40,4940.38
Adidas,Small Stores / Shops,Sales Associate,Mid-Year Madness,303931.04,113,2689.66,743.00,4949.66
Adidas,Small Stores / Shops,Sales Associate,Mystery Discount Days,342513.33,118,2902.66,554.37,4950.82
Adidas,Small Stores / Shops,Sales Associate,New Arrival Showcase,328979.57,118,2787.96,547.42,4988.89
Adidas,Small Stores / Shops,Sales Associate,New Product Launch Promo,361430.98,126,2868.50,519.44,4984.79
Adidas,Small Stores / Shops,Sales Associate,Price Drop Parade,349094.34,125,2792.75,537.35,4987.71
Adidas,Small Stores / Shops,Sales Associate,Red Tag Clearance,324590.18,112,2898.13,544.64,4982.81
Adidas,Small Stores / Shops,Sales Associate,Seasonal Surprise Box,361074.39,137,2635.58,533.53,4980.91
Adidas,Small Stores / Shops,Sales Associate,Smart Shopper Week,343439.15,126,2725.71,558.79,4988.00
Adidas,Small Stores / Shops,Sales Associate,Spring Refresh Event,328346.59,122,2691.37,524.13,4999.78
Adidas,Small Stores / Shops,Sales Associate,Spring Splash Discounts,323265.03,118,2739.53,535.84,4974.21
Adidas,Small Stores / Shops,Sales Associate,Summer Sizzle Promo,383630.73,136,2820.81,607.99,4956.91
Adidas,Small Stores / Shops,Sales Associate,Super Savings Week,303524.96,107,2836.68,674.19,4998.86
Adidas,Small Stores / Shops,Sales Associate,Ultimate Value Event,358188.07,132,2713.55,502.59,4998.36
Adidas,Small Stores / Shops,Sales Associate,VIP Access Sale,323957.56,114,2841.73,558.18,4989.16
Adidas,Small Stores / Shops,Sales Associate,Weekend Warrior Specials,316535.19,114,2776.62,511.44,4964.54
Adidas,Small Stores / Shops,Sales Associate,Winter Clearance Carnival,324228.58,123,2636.00,510.29,4945.48
Adidas,Small Stores / Shops,Salesperson,12 Days of Deals,384404.21,138,2785.54,538.90,4974.07
Adidas,Small Stores / Shops,Salesperson,Autumn Deals Drive,305759.56,116,2635.86,538.66,4980.77
Adidas,Small Stores / Shops,Salesperson,BOGO Blitz,340021.53,114,2982.65,518.34,4997.05
Adidas,Small Stores / Shops,Salesperson,Back to School Boost,336888.60,122,2761.38,527.30,4945.79
Adidas,Small Stores / Shops,Salesperson,Birthday Bash Sale,366929.65,128,2866.64,502.17,4993.81
Adidas,Small Stores / Shops,Salesperson,Black Friday Blowout,327475.44,119,2751.89,567.65,4994.34
Adidas,Small Stores / Shops,Salesperson,Cart Crasher Campaign,331832.66,114,2910.81,515.37,4931.02
Adidas,Small Stores / Shops,Salesperson,Clearance Countdown,315314.36,121,2605.90,511.56,4964.25
Adidas,Small Stores / Shops,Salesperson,Countdown to Savings,321375.12,117,2746.80,509.94,4827.42
Adidas,Small Stores / Shops,Salesperson,Customer Appreciation Week,304121.36,113,2691.34,523.17,4980.59
Adidas,Small Stores / Shops,Salesperson,Cyber Monday Mania,312787.00,112,2792.74,576.58,4993.46
Adidas,Small Stores / Shops,Salesperson,Double Points Bonanza,352367.35,124,2841.67,507.03,4986.54
Adidas,Small Stores / Shops,Salesperson,End of Season Sale,304642.23,112,2720.02,558.29,4978.41
Adidas,Small Stores / Shops,Salesperson,Exclusive Insider Offers,319355.45,116,2753.06,516.58,4982.41
Adidas,Small Stores / Shops,Salesperson,Festive Fever Promo,306709.09,107,2866.44,513.73,4955.04
Adidas,Small Stores / Shops,Salesperson,Final Call Frenzy,326870.12,122,2679.26,530.19,4992.84
Adidas,Small Stores / Shops,Salesperson,"Gift More, Spend Less",305312.73,110,2775.57,510.65,4901.85
Adidas,Small Stores / Shops,Salesperson,Golden Hour Bargains,385839.99,146,2642.74,505.89,4913.24
Adidas,Small Stores / Shops,Salesperson,Happy Hour Discounts,338983.29,126,2690.34,531.80,4925.49
Adidas,Small Stores / Shops,Salesperson,Hot Picks Promo,376019.31,135,2785.33,520.65,4918.04
Adidas,Small Stores / Shops,Salesperson,Limited Time Treasures,336186.33,118,2849.04,511.13,4916.16
Adidas,Small Stores / Shops,Salesperson,Loyalty Rewards Blast,317623.16,111,2861.47,503.40,4989.94
Adidas,Small Stores / Shops,Salesperson,Mega Weekend Bonanza,316080.65,112,2822.15,600.61,4931.29
Adidas,Small Stores / Shops,Salesperson,Mid-Year Madness,335163.98,115,2914.47,529.64,4871.52
Adidas,Small Stores / Shops,Salesperson,Midnight Madness,366937.46,132,2779.83,520.72,4986.14
Adidas,Small Stores / Shops,Salesperson,Mystery Discount Days,321592.66,112,2871.36,681.07,4983.78
Adidas,Small Stores / Shops,Salesperson,New Arrival Showcase,375260.61,127,2954.81,566.44,4995.28
Adidas,Small Stores / Shops,Salesperson,New Product Launch Promo,315814.22,121,2610.03,526.80,4977.65
Adidas,Small Stores / Shops,Salesperson,New Year Kickoff,309716.04,118,2624.71,503.31,4955.49
Adidas,Small Stores / Shops,Salesperson,Seasonal Surprise Box,304514.99,108,2819.58,531.49,4941.89
Adidas,Small Stores / Shops,Salesperson,Shop & Save Spectacular,364150.46,136,2677.58,528.50,4949.92
Adidas,Small Stores / Shops,Salesperson,Smart Shopper Week,343928.05,122,2819.08,507.17,4991.97
Adidas,Small Stores / Shops,Salesperson,Spring Splash Discounts,305748.78,114,2682.01,548.00,4927.91
Adidas,Small Stores / Shops,Salesperson,Summer Sizzle Promo,304080.51,107,2841.87,561.41,4983.81
Adidas,Small Stores / Shops,Salesperson,Ultimate Value Event,314557.07,113,2783.69,683.41,4980.77
Adidas,Small Stores / Shops,Salesperson,VIP Access Sale,303736.66,113,2687.94,534.21,4954.84
Adidas,Small Stores / Shops,Salesperson,Weekend Warrior Specials,345686.33,136,2541.81,533.71,4929.58
Adidas,Small Stores / Shops,Salesperson,Winter Clearance Carnival,318065.79,109,2918.03,532.03,4992.09
Adidas,Small Stores / Shops,Salesperson,Winter Wonders Sale,345821.53,128,2701.73,612.68,4970.45
Adidas,Small Stores / Shops,Senior Salesperson,Birthday Bash Sale,329944.81,115,2869.09,532.08,4933.99
Adidas,Small Stores / Shops,Senior Salesperson,Cart Crasher Campaign,319205.33,112,2850.05,527.92,4983.68
Adidas,Small Stores / Shops,Senior Salesperson,Customer Appreciation Week,305185.55,111,2749.42,503.78,4934.22
Adidas,Small Stores / Shops,Senior Salesperson,Festive Fever Promo,323629.59,113,2863.98,534.76,4924.03
Adidas,Small Stores / Shops,Senior Salesperson,Instant Gratification Sale,316980.08,108,2935.00,597.04,4994.90
Adidas,Small Stores / Shops,Senior Salesperson,Mega Weekend Bonanza,300385.35,105,2860.81,515.58,4902.25
Adidas,Small Stores / Shops,Senior Salesperson,Mystery Discount Days,301090.95,111,2712.53,531.52,4962.98
Adidas,Small Stores / Shops,Senior Salesperson,New Arrival Showcase,302284.03,111,2723.28,530.40,4993.32
Adidas,Small Stores / Shops,Senior Salesperson,Red Tag Clearance,346842.93,122,2842.97,518.26,4955.62
Adidas,Small Stores / Shops,Senior Salesperson,Shop & Save Spectacular,313364.87,115,2724.91,503.19,4966.83
Adidas,Small Stores / Shops,Senior Salesperson,Spring Splash Discounts,313391.01,117,2678.56,534.24,4960.86
Adidas,Small Stores / Shops,Senior Salesperson,Winter Clearance Carnival,310235.84,110,2820.33,540.64,4984.27
Adidas,Supermarkets ,Manager,12 Days of Deals,359279.04,128,2806.87,505.04,4998.46
Adidas,Supermarkets ,Manager,Autumn Deals Drive,339863.53,120,2832.20,500.33,4997.38
Adidas,Supermarkets ,Manager,BOGO Blitz,390680.29,143,2732.03,561.81,4990.14
Adidas,Supermarkets ,Manager,Back to School Boost,320493.74,110,2913.58,605.49,4965.45
Adidas,Supermarkets ,Manager,Black Friday Blowout,350465.87,128,2738.01,535.84,4952.48
Adidas,Supermarkets ,Manager,Cart Crasher Campaign,345964.61,124,2790.04,570.74,4950.61
Adidas,Supermarkets ,Manager,Cashback Carnival,325909.53,112,2909.91,509.51,4978.45
Adidas,Supermarkets ,Manager,Customer Appreciation Week,323599.40,114,2838.59,529.43,4954.61
Adidas,Supermarkets ,Manager,Cyber Monday Mania,334481.10,113,2960.01,516.07,4978.33
Adidas,Supermarkets ,Manager,Deal of the Month,318557.72,116,2746.19,518.06,4982.42
Adidas,Supermarkets ,Manager,Early Bird Specials,309788.46,107,2895.22,615.84,4996.74
Adidas,Supermarkets ,Manager,End of Season Sale,313068.00,118,2653.12,552.42,4933.50
Adidas,Supermarkets ,Manager,Festive Fever Promo,332205.11,124,2679.07,520.59,4982.65
Adidas,Supermarkets ,Manager,Final Call Frenzy,335242.12,119,2817.16,501.90,4971.11
Adidas,Supermarkets ,Manager,"Gift More, Spend Less",300805.99,118,2549.20,510.97,4986.37
Adidas,Supermarkets ,Manager,Golden Hour Bargains,318449.89,116,2745.26,536.94,4885.13
Adidas,Supermarkets ,Manager,Green Weekend Deals,333041.86,116,2871.05,513.01,4920.02
Adidas,Supermarkets ,Manager,Hot Picks Promo,363162.28,136,2670.31,554.94,4938.72
Adidas,Supermarkets ,Manager,Instant Gratification Sale,316788.61,117,2707.59,501.99,4993.28
Adidas,Supermarkets ,Manager,Mid-Year Madness,310984.25,112,2776.65,502.53,4991.08
Adidas,Supermarkets ,Manager,Midnight Madness,334370.61,113,2959.03,500.45,4985.69
Adidas,Supermarkets ,Manager,Mystery Discount Days,306052.31,115,2661.32,506.53,4998.07
Adidas,Supermarkets ,Manager,New Product Launch Promo,325912.70,119,2738.76,564.61,4898.65
Adidas,Supermarkets ,Manager,New Year Kickoff,302310.25,109,2773.49,506.98,4977.99
Adidas,Supermarkets ,Manager,Price Drop Parade,327565.24,121,2707.15,522.55,4970.18
Adidas,Supermarkets ,Manager,Red Tag Clearance,373498.69,129,2895.34,520.14,4957.70
Adidas,Supermarkets ,Manager,Seasonal Surprise Box,331946.24,115,2886.49,515.20,4956.42
Adidas,Supermarkets ,Manager,Shop & Save Spectacular,322878.72,110,2935.26,582.86,4969.48
Adidas,Supermarkets ,Manager,Smart Shopper Week,354197.03,126,2811.09,528.74,4978.10
Adidas,Supermarkets ,Manager,Spring Refresh Event,319594.78,119,2685.67,529.10,4977.82
Adidas,Supermarkets ,Manager,Spring Splash Discounts,325166.89,121,2687.33,561.36,4984.88
Adidas,Supermarkets ,Manager,Summer Sizzle Promo,333825.90,110,3034.78,580.01,4974.26
Adidas,Supermarkets ,Manager,Ultimate Value Event,360849.42,133,2713.15,501.61,4918.07
Adidas,Supermarkets ,Manager,VIP Access Sale,302322.95,106,2852.10,510.81,4991.78
Adidas,Supermarkets ,Manager,Weekend Warrior Specials,332561.37,118,2818.32,501.72,4998.83
Adidas,Supermarkets ,Manager,Winter Clearance Carnival,320706.63,122,2628.74,509.53,4988.66
Adidas,Supermarkets ,Manager,Winter Wonders Sale,307992.77,119,2588.17,506.23,4975.48
Adidas,Supermarkets ,Sales Associate,Autumn Deals Drive,328476.46,123,2670.54,546.07,4991.85
Adidas,Supermarkets ,Sales Associate,BOGO Blitz,322082.68,115,2800.72,509.20,4982.08
Adidas,Supermarkets ,Sales Associate,Back to School Boost,312842.13,123,2543.43,550.18,4989.82
Adidas,Supermarkets ,Sales Associate,Birthday Bash Sale,347665.93,124,2803.76,520.20,4978.32
Adidas,Supermarkets ,Sales Associate,Black Friday Blowout,326081.58,115,2835.49,503.18,4991.94
Adidas,Supermarkets ,Sales Associate,Cart Crasher Campaign,374339.75,134,2793.58,522.03,4840.61
Adidas,Supermarkets ,Sales Associate,Cashback Carnival,301946.79,112,2695.95,527.96,4982.89
Adidas,Supermarkets ,Sales Associate,Clearance Countdown,308418.22,116,2658.78,509.58,4998.56
Adidas,Supermarkets ,Sales Associate,Countdown to Savings,389968.35,138,2825.86,510.74,4957.19
Adidas,Supermarkets ,Sales Associate,Customer Appreciation Week,325555.46,124,2625.45,520.41,4865.45
Adidas,Supermarkets ,Sales Associate,Cyber Monday Mania,352864.42,130,2714.34,601.18,4989.43
Adidas,Supermarkets ,Sales Associate,Deal of the Month,328043.57,125,2624.35,520.13,4963.30
Adidas,Supermarkets ,Sales Associate,Double Points Bonanza,334541.41,118,2835.10,503.76,4973.05
Adidas,Supermarkets ,Sales Associate,Exclusive Insider Offers,343778.61,129,2664.95,574.07,4884.21
Adidas,Supermarkets ,Sales Associate,Festive Fever Promo,343143.84,128,2680.81,504.43,4860.15
Adidas,Supermarkets ,Sales Associate,"Gift More, Spend Less",374327.35,139,2693.00,543.24,4972.49
Adidas,Supermarkets ,Sales Associate,Golden Hour Bargains,343884.18,124,2773.26,534.86,4971.94
Adidas,Supermarkets ,Sales Associate,Green Weekend Deals,350051.47,121,2892.99,504.25,4977.75
Adidas,Supermarkets ,Sales Associate,Happy Hour Discounts,319971.33,117,2734.80,517.25,4965.62
Adidas,Supermarkets ,Sales Associate,Holiday Shopping Rush,326082.48,117,2787.03,507.47,4971.68
Adidas,Supermarkets ,Sales Associate,Hot Picks Promo,316454.37,116,2728.05,523.60,4990.00
Adidas,Supermarkets ,Sales Associate,Instant Gratification Sale,337633.03,123,2744.98,500.95,4998.40
Adidas,Supermarkets ,Sales Associate,Limited Time Treasures,394468.60,137,2879.33,596.64,4952.45
Adidas,Supermarkets ,Sales Associate,Mega Weekend Bonanza,328079.25,126,2603.80,518.73,4980.14
Adidas,Supermarkets ,Sales Associate,Mid-Year Madness,318835.23,119,2679.29,550.59,4991.43
Adidas,Supermarkets ,Sales Associate,Midnight Madness,372307.14,122,3051.70,512.42,4990.39
Adidas,Supermarkets ,Sales Associate,Mystery Discount Days,343946.51,118,2914.80,529.02,4950.33
Adidas,Supermarkets ,Sales Associate,New Arrival Showcase,378461.83,133,2845.58,526.98,4997.59
Adidas,Supermarkets ,Sales Associate,New Product Launch Promo,348818.74,121,2882.80,541.18,4979.77
Adidas,Supermarkets ,Sales Associate,New Year Kickoff,324591.13,113,2872.49,503.72,4986.87
Adidas,Supermarkets ,Sales Associate,Price Drop Parade,396271.70,137,2892.49,539.68,4932.51
Adidas,Supermarkets ,Sales Associate,Seasonal Surprise Box,359290.04,124,2897.50,500.52,4982.93
Adidas,Supermarkets ,Sales Associate,Shop & Save Spectacular,336948.50,123,2739.42,519.63,4936.87
