category,customer_segment,salesperson_role,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Electronics,Occasional Shopper,Sales Associate,Cashback Carnival,322982.83,105,3076.03,500.55,4994.18
Electronics,Occasional Shopper,Sales Associate,New Product Launch Promo,300853.79,109,2760.13,519.16,4928.84
Electronics,Occasional Shopper,Sales Associate,New Year Kickoff,306920.51,106,2895.48,527.88,4999.63
Electronics,Occasional Shopper,Sales Associate,Winter Clearance Carnival,305825.25,107,2858.18,501.55,4988.00
Electronics,Occasional Shopper,Salesperson,Limited Time Treasures,301528.09,109,2766.31,547.31,4948.00
Electronics,Online Shopper,Salesperson,Red Tag Clearance,304223.16,106,2870.03,665.45,4990.57
Electronics,Premium Shopper,Sales Associate,Mystery Discount Days,342259.86,117,2925.30,511.29,4898.07
Electronics,Premium Shopper,Salesperson,Happy Hour Discounts,344462.71,115,2995.33,532.38,4966.39
Electronics,Premium Shopper,Salesperson,New Year Kickoff,311627.93,106,2939.89,555.44,4984.12
Furniture,Budget Shopper,Sales Associate,Super Savings Week,302034.18,99,3050.85,612.28,4989.93
Furniture,Budget Shopper,Salesperson,Golden Hour Bargains,303070.21,105,2886.38,517.42,4994.22
Furniture,Budget Shopper,Salesperson,Seasonal Surprise Box,301172.36,110,2737.93,564.88,4915.68
Furniture,Churn Risk,Sales Associate,12 Days of Deals,329310.24,108,3049.17,555.80,4989.95
Furniture,Churn Risk,Sales Associate,Back to School Boost,304946.66,106,2876.86,547.17,4984.57
Furniture,Churn Risk,Salesperson,Limited Time Treasures,301952.05,108,2795.85,509.42,4984.84
Furniture,Deal Seeker,Salesperson,Double Points Bonanza,308706.90,103,2997.15,525.74,4995.73
Furniture,First-time Buyer,Sales Associate,Cart Crasher Campaign,309007.75,110,2809.16,525.66,4985.39
Furniture,First-time Buyer,Salesperson,Instant Gratification Sale,306246.46,110,2784.06,535.41,4978.72
Furniture,High Value,Manager,Hot Picks Promo,300742.02,105,2864.21,524.97,4949.73
Furniture,High Value,Sales Associate,Deal of the Month,300891.15,109,2760.47,510.39,4949.49
Furniture,High Value,Salesperson,New Year Kickoff,345021.75,118,2923.91,562.88,4989.59
Furniture,In-Store Regular,Salesperson,Seasonal Surprise Box,319424.42,120,2661.87,513.76,4996.39
Furniture,Loyal Customer,Manager,Black Friday Blowout,309637.94,111,2789.53,536.84,4956.42
Furniture,Loyal Customer,Manager,Instant Gratification Sale,300952.38,105,2866.21,555.91,4965.71
Furniture,Loyal Customer,Sales Associate,Limited Time Treasures,337961.62,109,3100.57,529.45,4967.47
Furniture,Loyal Customer,Sales Associate,Super Savings Week,301219.26,112,2689.46,513.38,4980.68
Furniture,Loyal Customer,Salesperson,Green Weekend Deals,321204.36,109,2946.83,503.53,4997.02
Furniture,Occasional Shopper,Sales Associate,Limited Time Treasures,310814.39,110,2825.59,546.68,4923.89
Furniture,Occasional Shopper,Salesperson,Winter Wonders Sale,301516.69,104,2899.20,571.82,4941.16
Furniture,Online Shopper,Manager,Countdown to Savings,322323.67,110,2930.22,516.93,4949.64
Furniture,Online Shopper,Sales Associate,Spring Splash Discounts,310175.96,110,2819.78,554.37,4991.03
Furniture,Online Shopper,Salesperson,Black Friday Blowout,306666.09,113,2713.86,519.19,4988.24
Furniture,Online Shopper,Salesperson,Mystery Discount Days,302712.59,99,3057.70,519.92,4994.22
Furniture,Online Shopper,Salesperson,New Product Launch Promo,302307.31,95,3182.18,518.98,4955.42
Furniture,Premium Shopper,Sales Associate,End of Season Sale,320377.74,106,3022.43,629.46,4998.04
Groceries,Budget Shopper,Manager,Spring Refresh Event,309326.13,112,2761.84,529.72,4923.03
Groceries,Budget Shopper,Salesperson,Loyalty Rewards Blast,340699.81,115,2962.61,538.81,4990.95
Groceries,Churn Risk,Manager,Early Bird Specials,302832.47,97,3121.98,570.16,4969.89
Groceries,Churn Risk,Sales Associate,Green Weekend Deals,303931.20,110,2763.01,544.59,4997.22
Groceries,Churn Risk,Salesperson,Super Savings Week,328446.51,113,2906.61,516.75,4961.59
Groceries,Deal Seeker,Sales Associate,Clearance Countdown,346233.24,120,2885.28,521.65,4984.76
Groceries,Deal Seeker,Sales Associate,Red Tag Clearance,308522.58,106,2910.59,509.89,4963.62
Groceries,Deal Seeker,Salesperson,BOGO Blitz,304159.98,103,2953.01,636.02,4998.59
Groceries,Deal Seeker,Salesperson,Midnight Madness,339162.57,111,3055.52,513.57,4961.98
Groceries,Deal Seeker,Salesperson,Smart Shopper Week,308391.38,108,2855.48,535.93,4977.77
Groceries,First-time Buyer,Manager,Smart Shopper Week,309830.54,107,2895.61,598.43,4984.80
Groceries,First-time Buyer,Sales Associate,Spring Splash Discounts,316054.48,113,2796.94,523.24,4893.00
Groceries,First-time Buyer,Sales Associate,Winter Clearance Carnival,303935.31,106,2867.31,540.60,4989.51
Groceries,First-time Buyer,Salesperson,Customer Appreciation Week,313912.51,99,3170.83,500.64,4956.92
Groceries,High Value,Manager,Hot Picks Promo,302418.97,108,2800.18,523.98,4991.69
Groceries,High Value,Salesperson,12 Days of Deals,312505.31,108,2893.57,538.71,4989.06
Groceries,High Value,Salesperson,BOGO Blitz,309269.68,100,3092.70,579.73,4992.77
Groceries,High Value,Salesperson,New Arrival Showcase,319835.57,114,2805.58,532.48,4973.71
Groceries,In-Store Regular,Salesperson,Mega Weekend Bonanza,317162.71,111,2857.32,507.71,4797.94
Groceries,Loyal Customer,Manager,Countdown to Savings,312054.92,110,2836.86,542.56,4921.26
Groceries,Loyal Customer,Salesperson,Cyber Monday Mania,312061.76,112,2786.27,506.44,4974.09
Groceries,Loyal Customer,Salesperson,VIP Access Sale,310290.08,109,2846.70,533.73,4993.43
Groceries,Online Shopper,Manager,Ultimate Value Event,310093.62,102,3040.13,580.96,4944.65
Groceries,Online Shopper,Sales Associate,Black Friday Blowout,310276.83,105,2955.02,511.36,4969.64
Groceries,Online Shopper,Sales Associate,Countdown to Savings,306908.38,103,2979.69,518.11,4978.31
Groceries,Online Shopper,Sales Associate,Final Call Frenzy,300515.32,99,3035.51,600.47,4953.05
Groceries,Online Shopper,Sales Associate,Ultimate Value Event,303055.50,104,2914.00,511.38,4985.99
Groceries,Premium Shopper,Sales Associate,Deal of the Month,316990.73,113,2805.23,507.49,4972.57
Home Appliances,Budget Shopper,Sales Associate,Happy Hour Discounts,303225.38,109,2781.88,500.78,4998.71
Home Appliances,Churn Risk,Sales Associate,Green Weekend Deals,315674.89,110,2869.77,517.77,4968.85
Home Appliances,Deal Seeker,Sales Associate,Countdown to Savings,321723.48,115,2797.60,509.30,4966.57
Home Appliances,Deal Seeker,Sales Associate,Instant Gratification Sale,300883.67,108,2785.96,501.53,4999.38
Home Appliances,First-time Buyer,Manager,End of Season Sale,321533.57,108,2977.16,594.68,4938.46
Home Appliances,High Value,Manager,Winter Clearance Carnival,312313.06,107,2918.81,535.73,4998.56
Home Appliances,In-Store Regular,Manager,Midnight Madness,317106.78,118,2687.35,517.06,4920.73
Home Appliances,Loyal Customer,Manager,Early Bird Specials,303643.14,103,2947.99,700.91,4945.25
Home Appliances,Loyal Customer,Sales Associate,New Product Launch Promo,302029.34,109,2770.91,578.78,4941.70
Home Appliances,Occasional Shopper,Manager,New Arrival Showcase,302582.00,112,2701.63,517.92,4997.28
Home Appliances,Occasional Shopper,Sales Associate,Early Bird Specials,305708.00,107,2857.08,521.02,4996.45
Home Appliances,Online Shopper,Sales Associate,Winter Wonders Sale,324533.73,114,2846.79,518.73,4968.81
Home Appliances,Online Shopper,Salesperson,12 Days of Deals,326281.75,113,2887.45,540.30,4863.00
Home Appliances,Online Shopper,Salesperson,Customer Appreciation Week,314009.99,115,2730.52,599.13,4925.59
Home Appliances,Online Shopper,Senior Salesperson,Flash Frenzy Friday,303199.93,104,2915.38,506.15,4997.21
Home Appliances,Premium Shopper,Sales Associate,Flash Frenzy Friday,336764.77,111,3033.92,520.17,4945.39
Sports & Outdoors,Budget Shopper,Salesperson,Happy Hour Discounts,309577.68,105,2948.36,505.03,4978.93
Sports & Outdoors,Budget Shopper,Salesperson,New Year Kickoff,306803.90,107,2867.33,515.94,4951.77
Sports & Outdoors,Budget Shopper,Salesperson,Shop & Save Spectacular,310012.68,108,2870.49,509.04,4971.93
Sports & Outdoors,Churn Risk,Manager,Price Drop Parade,306542.04,113,2712.76,605.96,4923.95
Sports & Outdoors,Churn Risk,Sales Associate,Countdown to Savings,306298.44,105,2917.13,553.26,4981.78
Sports & Outdoors,Churn Risk,Sales Associate,Green Weekend Deals,309220.24,109,2836.88,521.12,4987.89
Sports & Outdoors,Churn Risk,Sales Associate,Winter Clearance Carnival,303288.18,107,2834.47,519.28,4997.18
Sports & Outdoors,Churn Risk,Salesperson,Summer Sizzle Promo,315789.62,119,2653.69,601.90,4985.23
Sports & Outdoors,Deal Seeker,Manager,Cart Crasher Campaign,320670.01,113,2837.79,512.46,4927.50
Sports & Outdoors,Deal Seeker,Sales Associate,Winter Clearance Carnival,300682.38,110,2733.48,619.94,4952.68
Sports & Outdoors,Deal Seeker,Salesperson,End of Season Sale,309520.99,116,2668.28,546.14,4969.12
Sports & Outdoors,Deal Seeker,Salesperson,Shop & Save Spectacular,320920.48,105,3056.39,553.00,4995.87
Sports & Outdoors,First-time Buyer,Manager,Happy Hour Discounts,329055.32,110,2991.41,615.51,4979.88
Sports & Outdoors,First-time Buyer,Sales Associate,New Arrival Showcase,309717.41,115,2693.19,506.15,4940.04
Sports & Outdoors,First-time Buyer,Sales Associate,Super Savings Week,310362.54,106,2927.95,597.19,4975.91
Sports & Outdoors,First-time Buyer,Sales Associate,Winter Clearance Carnival,306370.09,104,2945.87,511.88,4965.35
Sports & Outdoors,High Value,Sales Associate,Golden Hour Bargains,310093.20,112,2768.69,510.74,4936.54
Sports & Outdoors,High Value,Sales Associate,Summer Sizzle Promo,306560.05,109,2812.48,500.10,4979.55
Sports & Outdoors,High Value,Salesperson,Flash Frenzy Friday,304448.02,111,2742.77,531.72,4935.87
Sports & Outdoors,In-Store Regular,Sales Associate,Flash Frenzy Friday,301313.54,107,2816.01,536.36,4962.52
Sports & Outdoors,In-Store Regular,Salesperson,Midnight Madness,301839.73,101,2988.51,546.44,4962.81
Sports & Outdoors,Loyal Customer,Sales Associate,Instant Gratification Sale,322373.41,113,2852.86,553.78,4987.32
Sports & Outdoors,Loyal Customer,Salesperson,Cart Crasher Campaign,328626.58,110,2987.51,512.77,4986.87
Sports & Outdoors,Loyal Customer,Salesperson,New Arrival Showcase,307170.52,108,2844.17,532.36,4943.25
Sports & Outdoors,Occasional Shopper,Manager,VIP Access Sale,304615.73,101,3016.00,654.78,4998.87
Sports & Outdoors,Occasional Shopper,Sales Associate,Limited Time Treasures,300772.88,100,3007.73,517.48,4897.74
Sports & Outdoors,Occasional Shopper,Sales Associate,Red Tag Clearance,306897.58,110,2789.98,504.14,4985.84
Sports & Outdoors,Occasional Shopper,Salesperson,Exclusive Insider Offers,309871.35,113,2742.22,549.45,4998.46
Sports & Outdoors,Online Shopper,Manager,Limited Time Treasures,300437.51,107,2807.83,558.62,4974.16
Sports & Outdoors,Online Shopper,Sales Associate,Seasonal Surprise Box,314182.29,113,2780.37,568.87,4854.70
Sports & Outdoors,Online Shopper,Sales Associate,Winter Clearance Carnival,304147.64,99,3072.20,515.36,4906.81
Sports & Outdoors,Premium Shopper,Manager,Winter Wonders Sale,307274.92,107,2871.73,590.05,4985.90
Sports & Outdoors,Premium Shopper,Salesperson,Spring Refresh Event,306464.73,113,2712.08,520.46,4893.19
