category,customer_segment,store_type,campaign_name,sum_amount,count,avg_amount,min_amount,max_amount
Clothing,Budget Shopper,Small Stores / Shops,Spring Splash Discounts,322592.88,125,2580.74,509.24,4989.56
Clothing,Budget Shopper,Small Stores / Shops,Summer Sizzle Promo,304570.19,117,2603.16,563.97,4923.98
Clothing,Budget Shopper,Small Stores / Shops,Super Savings Week,295604.06,107,2762.65,507.88,4999.08
Clothing,Budget Shopper,Small Stores / Shops,Ultimate Value Event,316798.45,112,2828.56,526.43,4998.36
Clothing,Budget Shopper,Small Stores / Shops,VIP Access Sale,298112.43,111,2685.70,534.21,4903.02
Clothing,Budget Shopper,Small Stores / Shops,Weekend Warrior Specials,348014.73,130,2677.04,535.23,4938.99
Clothing,Budget Shopper,Small Stores / Shops,Winter Clearance Carnival,284848.64,104,2738.93,547.96,4939.82
Clothing,Budget Shopper,Small Stores / Shops,Winter Wonders Sale,304411.64,110,2767.38,582.89,4935.10
Clothing,Budget Shopper,Supermarkets ,12 Days of Deals,347200.26,125,2777.60,505.04,4979.14
Clothing,Budget Shopper,Supermarkets ,Autumn Deals Drive,313167.02,105,2982.54,614.55,4985.71
Clothing,Budget Shopper,Supermarkets ,BOGO Blitz,279420.10,110,2540.18,517.43,4993.22
Clothing,Budget Shopper,Supermarkets ,Back to School Boost,316121.24,116,2725.18,510.39,4969.60
Clothing,Budget Shopper,Supermarkets ,Birthday Bash Sale,306829.92,112,2739.55,518.24,4972.14
Clothing,Budget Shopper,Supermarkets ,Black Friday Blowout,264891.61,102,2596.98,622.77,4976.83
Clothing,Budget Shopper,Supermarkets ,Cart Crasher Campaign,336194.18,114,2949.07,571.88,4948.89
Clothing,Budget Shopper,Supermarkets ,Cashback Carnival,370426.97,131,2827.69,572.99,4978.36
Clothing,Budget Shopper,Supermarkets ,Clearance Countdown,284893.81,107,2662.56,503.98,4985.43
Clothing,Budget Shopper,Supermarkets ,Countdown to Savings,368479.70,125,2947.84,503.90,4985.41
Clothing,Budget Shopper,Supermarkets ,Customer Appreciation Week,306130.97,105,2915.53,508.47,4983.91
Clothing,Budget Shopper,Supermarkets ,Cyber Monday Mania,352689.19,124,2844.27,524.05,4983.51
Clothing,Budget Shopper,Supermarkets ,Deal of the Month,293764.83,106,2771.37,630.28,4965.52
Clothing,Budget Shopper,Supermarkets ,Double Points Bonanza,336825.24,122,2760.86,521.69,4973.85
Clothing,Budget Shopper,Supermarkets ,Early Bird Specials,310548.21,113,2748.21,506.63,4996.74
Clothing,Budget Shopper,Supermarkets ,End of Season Sale,348454.61,122,2856.19,707.85,4999.17
Clothing,Budget Shopper,Supermarkets ,Exclusive Insider Offers,263062.04,102,2579.04,504.62,4991.57
Clothing,Budget Shopper,Supermarkets ,Festive Fever Promo,321870.86,123,2616.84,530.10,4892.93
Clothing,Budget Shopper,Supermarkets ,Final Call Frenzy,381804.08,125,3054.43,538.68,4976.65
Clothing,Budget Shopper,Supermarkets ,Flash Frenzy Friday,317529.41,118,2690.93,501.20,4843.13
Clothing,Budget Shopper,Supermarkets ,"Gift More, Spend Less",312829.30,116,2696.80,549.40,4852.46
Clothing,Budget Shopper,Supermarkets ,Golden Hour Bargains,296001.91,108,2740.76,539.02,4999.85
Clothing,Budget Shopper,Supermarkets ,Green Weekend Deals,309811.53,113,2741.69,512.49,4948.44
Clothing,Budget Shopper,Supermarkets ,Happy Hour Discounts,303219.23,110,2756.54,596.11,4952.41
Clothing,Budget Shopper,Supermarkets ,Holiday Shopping Rush,330238.64,116,2846.88,506.38,4978.35
Clothing,Budget Shopper,Supermarkets ,Hot Picks Promo,331351.24,125,2650.81,512.09,4980.54
Clothing,Budget Shopper,Supermarkets ,Instant Gratification Sale,231374.53,89,2599.71,563.61,4973.14
Clothing,Budget Shopper,Supermarkets ,Limited Time Treasures,292550.16,105,2786.19,547.48,4939.92
Clothing,Budget Shopper,Supermarkets ,Loyalty Rewards Blast,251445.52,96,2619.22,588.99,4971.65
Clothing,Budget Shopper,Supermarkets ,Mega Weekend Bonanza,318843.36,121,2635.07,542.91,4980.14
Clothing,Budget Shopper,Supermarkets ,Mid-Year Madness,320515.14,119,2693.40,552.39,4989.93
Clothing,Budget Shopper,Supermarkets ,Midnight Madness,330447.06,123,2686.56,511.19,4973.36
Clothing,Budget Shopper,Supermarkets ,Mystery Discount Days,306517.41,117,2619.81,588.02,4876.09
Clothing,Budget Shopper,Supermarkets ,New Arrival Showcase,333332.22,122,2732.23,515.54,4991.08
Clothing,Budget Shopper,Supermarkets ,New Product Launch Promo,293952.56,102,2881.89,534.01,4979.71
Clothing,Budget Shopper,Supermarkets ,New Year Kickoff,305088.30,111,2748.54,519.85,4960.48
Clothing,Budget Shopper,Supermarkets ,Price Drop Parade,334520.13,120,2787.67,590.97,4977.32
Clothing,Budget Shopper,Supermarkets ,Red Tag Clearance,335393.33,131,2560.25,511.82,4969.17
Clothing,Budget Shopper,Supermarkets ,Seasonal Surprise Box,272544.88,96,2839.01,527.98,4940.25
Clothing,Budget Shopper,Supermarkets ,Shop & Save Spectacular,314493.21,113,2783.13,516.93,4959.39
Clothing,Budget Shopper,Supermarkets ,Smart Shopper Week,246654.67,96,2569.32,542.47,4923.39
Clothing,Budget Shopper,Supermarkets ,Spring Refresh Event,340339.51,126,2701.11,501.09,4987.97
Clothing,Budget Shopper,Supermarkets ,Spring Splash Discounts,324363.39,114,2845.29,524.51,4990.13
Clothing,Budget Shopper,Supermarkets ,Summer Sizzle Promo,253872.50,97,2617.24,601.62,4974.48
Clothing,Budget Shopper,Supermarkets ,Super Savings Week,280754.69,106,2648.63,518.97,4953.72
Clothing,Budget Shopper,Supermarkets ,Ultimate Value Event,340662.15,122,2792.31,534.20,4897.61
Clothing,Budget Shopper,Supermarkets ,VIP Access Sale,329199.24,116,2837.92,570.09,4952.49
Clothing,Budget Shopper,Supermarkets ,Weekend Warrior Specials,317213.10,115,2758.37,502.76,4953.54
Clothing,Budget Shopper,Supermarkets ,Winter Clearance Carnival,311542.69,107,2911.61,609.37,4985.99
Clothing,Budget Shopper,Supermarkets ,Winter Wonders Sale,348949.26,118,2957.20,577.90,4957.14
Clothing,Churn Risk,Large Malls / Complexes,12 Days of Deals,294718.82,105,2806.85,524.45,4949.61
Clothing,Churn Risk,Large Malls / Complexes,Autumn Deals Drive,313611.96,111,2825.33,599.17,4948.43
Clothing,Churn Risk,Large Malls / Complexes,BOGO Blitz,310061.57,112,2768.41,556.04,4958.62
Clothing,Churn Risk,Large Malls / Complexes,Back to School Boost,316680.71,117,2706.67,501.92,4991.50
Clothing,Churn Risk,Large Malls / Complexes,Birthday Bash Sale,310598.22,109,2849.52,501.83,4957.03
Clothing,Churn Risk,Large Malls / Complexes,Black Friday Blowout,235816.21,86,2742.05,566.12,4995.99
Clothing,Churn Risk,Large Malls / Complexes,Cart Crasher Campaign,276889.69,109,2540.27,519.47,4942.50
Clothing,Churn Risk,Large Malls / Complexes,Cashback Carnival,304744.78,116,2627.11,516.03,4994.40
Clothing,Churn Risk,Large Malls / Complexes,Clearance Countdown,240384.35,80,3004.80,539.86,4961.18
Clothing,Churn Risk,Large Malls / Complexes,Countdown to Savings,233532.38,90,2594.80,531.85,4710.42
Clothing,Churn Risk,Large Malls / Complexes,Customer Appreciation Week,276864.50,104,2662.16,527.86,4937.49
Clothing,Churn Risk,Large Malls / Complexes,Cyber Monday Mania,296821.13,101,2938.82,525.27,4974.49
Clothing,Churn Risk,Large Malls / Complexes,Deal of the Month,295985.04,107,2766.22,520.26,4921.81
Clothing,Churn Risk,Large Malls / Complexes,Double Points Bonanza,262504.26,101,2599.05,501.38,4952.37
Clothing,Churn Risk,Large Malls / Complexes,Early Bird Specials,320874.52,117,2742.52,519.84,4991.60
Clothing,Churn Risk,Large Malls / Complexes,End of Season Sale,347029.99,121,2868.02,503.81,4983.53
Clothing,Churn Risk,Large Malls / Complexes,Exclusive Insider Offers,288860.79,111,2602.35,527.02,4984.33
Clothing,Churn Risk,Large Malls / Complexes,Festive Fever Promo,271036.40,108,2509.60,513.43,4976.97
Clothing,Churn Risk,Large Malls / Complexes,Final Call Frenzy,286967.04,114,2517.25,536.34,4897.76
Clothing,Churn Risk,Large Malls / Complexes,Flash Frenzy Friday,261866.96,102,2567.32,553.19,4968.76
Clothing,Churn Risk,Large Malls / Complexes,"Gift More, Spend Less",299830.06,106,2828.59,513.39,4945.55
Clothing,Churn Risk,Large Malls / Complexes,Golden Hour Bargains,361660.96,132,2739.86,515.33,4984.06
Clothing,Churn Risk,Large Malls / Complexes,Green Weekend Deals,282832.55,107,2643.29,516.31,4830.57
Clothing,Churn Risk,Large Malls / Complexes,Happy Hour Discounts,332463.75,123,2702.96,505.67,4994.51
Clothing,Churn Risk,Large Malls / Complexes,Holiday Shopping Rush,303668.00,109,2785.94,526.90,4942.69
Clothing,Churn Risk,Large Malls / Complexes,Hot Picks Promo,282389.71,98,2881.53,537.00,4985.45
Clothing,Churn Risk,Large Malls / Complexes,Instant Gratification Sale,282297.05,102,2767.62,514.89,4982.70
Clothing,Churn Risk,Large Malls / Complexes,Limited Time Treasures,273666.55,101,2709.57,618.38,4948.35
Clothing,Churn Risk,Large Malls / Complexes,Loyalty Rewards Blast,266574.24,101,2639.35,500.82,4998.22
Clothing,Churn Risk,Large Malls / Complexes,Mega Weekend Bonanza,258825.68,87,2975.01,554.79,4995.03
Clothing,Churn Risk,Large Malls / Complexes,Mid-Year Madness,341578.11,117,2919.47,566.94,4969.79
Clothing,Churn Risk,Large Malls / Complexes,Midnight Madness,304901.78,106,2876.43,689.07,4976.33
Clothing,Churn Risk,Large Malls / Complexes,Mystery Discount Days,272497.25,100,2724.97,521.58,4971.08
Clothing,Churn Risk,Large Malls / Complexes,New Arrival Showcase,257729.02,100,2577.29,512.99,4957.90
Clothing,Churn Risk,Large Malls / Complexes,New Product Launch Promo,265667.49,101,2630.37,509.60,4999.18
Clothing,Churn Risk,Large Malls / Complexes,New Year Kickoff,295585.65,110,2687.14,537.10,4988.93
Clothing,Churn Risk,Large Malls / Complexes,Price Drop Parade,259286.22,100,2592.86,560.29,4968.32
Clothing,Churn Risk,Large Malls / Complexes,Red Tag Clearance,255606.15,96,2662.56,566.42,4921.10
Clothing,Churn Risk,Large Malls / Complexes,Seasonal Surprise Box,299007.06,107,2794.46,543.94,4985.30
Clothing,Churn Risk,Large Malls / Complexes,Shop & Save Spectacular,262393.60,98,2677.49,506.29,4999.91
Clothing,Churn Risk,Large Malls / Complexes,Smart Shopper Week,308922.51,114,2709.85,504.15,4999.86
Clothing,Churn Risk,Large Malls / Complexes,Spring Refresh Event,260144.80,98,2654.54,506.20,4960.80
Clothing,Churn Risk,Large Malls / Complexes,Spring Splash Discounts,322759.97,112,2881.79,505.77,4956.96
Clothing,Churn Risk,Large Malls / Complexes,Summer Sizzle Promo,256026.51,95,2695.02,511.51,4998.58
Clothing,Churn Risk,Large Malls / Complexes,Super Savings Week,332309.87,113,2940.80,518.08,4992.52
Clothing,Churn Risk,Large Malls / Complexes,Ultimate Value Event,263490.74,99,2661.52,522.48,4922.88
Clothing,Churn Risk,Large Malls / Complexes,VIP Access Sale,248637.88,95,2617.24,525.59,4853.42
Clothing,Churn Risk,Large Malls / Complexes,Weekend Warrior Specials,286082.71,106,2698.89,527.62,4995.92
Clothing,Churn Risk,Large Malls / Complexes,Winter Clearance Carnival,298647.71,107,2791.10,538.72,4999.04
Clothing,Churn Risk,Large Malls / Complexes,Winter Wonders Sale,250673.53,99,2532.06,527.74,4900.28
Clothing,Churn Risk,Small Stores / Shops,12 Days of Deals,301149.24,106,2841.03,557.51,4977.32
Clothing,Churn Risk,Small Stores / Shops,Autumn Deals Drive,339490.73,127,2673.16,518.98,4992.48
Clothing,Churn Risk,Small Stores / Shops,BOGO Blitz,297330.23,101,2943.86,563.77,4999.45
Clothing,Churn Risk,Small Stores / Shops,Back to School Boost,285502.90,104,2745.22,509.16,4917.68
Clothing,Churn Risk,Small Stores / Shops,Birthday Bash Sale,413311.15,143,2890.29,510.00,4997.78
Clothing,Churn Risk,Small Stores / Shops,Black Friday Blowout,273739.40,108,2534.62,567.65,4928.88
Clothing,Churn Risk,Small Stores / Shops,Cart Crasher Campaign,277368.79,106,2616.69,525.60,4988.17
Clothing,Churn Risk,Small Stores / Shops,Cashback Carnival,286091.37,105,2724.68,638.26,4915.21
Clothing,Churn Risk,Small Stores / Shops,Clearance Countdown,286728.00,101,2838.89,544.94,4996.24
Clothing,Churn Risk,Small Stores / Shops,Countdown to Savings,327074.71,118,2771.82,520.50,4990.06
Clothing,Churn Risk,Small Stores / Shops,Customer Appreciation Week,302501.23,107,2827.11,525.36,4981.97
Clothing,Churn Risk,Small Stores / Shops,Cyber Monday Mania,324708.39,113,2873.53,511.64,4992.60
Clothing,Churn Risk,Small Stores / Shops,Deal of the Month,292431.44,115,2542.88,510.85,4922.70
Clothing,Churn Risk,Small Stores / Shops,Double Points Bonanza,286180.60,104,2751.74,583.85,4936.92
Clothing,Churn Risk,Small Stores / Shops,Early Bird Specials,285705.49,97,2945.42,552.09,4997.16
Clothing,Churn Risk,Small Stores / Shops,End of Season Sale,295569.27,112,2639.01,517.69,4969.37
Clothing,Churn Risk,Small Stores / Shops,Exclusive Insider Offers,303864.16,115,2642.30,555.37,4989.88
Clothing,Churn Risk,Small Stores / Shops,Festive Fever Promo,316490.45,106,2985.76,599.50,4995.75
Clothing,Churn Risk,Small Stores / Shops,Final Call Frenzy,277324.77,102,2718.87,513.55,4968.41
Clothing,Churn Risk,Small Stores / Shops,Flash Frenzy Friday,320184.78,112,2858.79,537.39,4895.32
Clothing,Churn Risk,Small Stores / Shops,"Gift More, Spend Less",341062.61,126,2706.85,510.65,4958.60
Clothing,Churn Risk,Small Stores / Shops,Golden Hour Bargains,333491.14,115,2899.92,500.57,4994.31
Clothing,Churn Risk,Small Stores / Shops,Green Weekend Deals,289383.97,106,2730.04,571.62,4950.28
Clothing,Churn Risk,Small Stores / Shops,Happy Hour Discounts,327694.29,112,2925.84,542.50,4990.80
Clothing,Churn Risk,Small Stores / Shops,Holiday Shopping Rush,334649.97,123,2720.73,528.18,4974.99
Clothing,Churn Risk,Small Stores / Shops,Hot Picks Promo,297128.82,111,2676.84,504.24,4911.50
Clothing,Churn Risk,Small Stores / Shops,Instant Gratification Sale,329176.71,125,2633.41,556.76,4998.85
Clothing,Churn Risk,Small Stores / Shops,Limited Time Treasures,316634.57,115,2753.34,556.91,4989.05
Clothing,Churn Risk,Small Stores / Shops,Loyalty Rewards Blast,318987.61,118,2703.28,528.24,4991.43
Clothing,Churn Risk,Small Stores / Shops,Mega Weekend Bonanza,384287.32,134,2867.82,503.55,4992.14
Clothing,Churn Risk,Small Stores / Shops,Mid-Year Madness,334710.66,117,2860.77,524.32,4962.31
Clothing,Churn Risk,Small Stores / Shops,Midnight Madness,318831.09,114,2796.76,508.22,4884.44
Clothing,Churn Risk,Small Stores / Shops,Mystery Discount Days,336626.57,122,2759.23,529.69,4971.47
Clothing,Churn Risk,Small Stores / Shops,New Arrival Showcase,317751.69,110,2888.65,557.24,4992.69
Clothing,Churn Risk,Small Stores / Shops,New Product Launch Promo,288248.47,116,2484.90,583.59,4936.78
Clothing,Churn Risk,Small Stores / Shops,New Year Kickoff,347631.25,127,2737.25,518.02,4954.51
Clothing,Churn Risk,Small Stores / Shops,Price Drop Parade,262221.57,106,2473.79,515.13,4996.09
Clothing,Churn Risk,Small Stores / Shops,Red Tag Clearance,343051.56,128,2680.09,550.63,4982.81
Clothing,Churn Risk,Small Stores / Shops,Seasonal Surprise Box,377300.61,139,2714.39,529.30,4943.21
Clothing,Churn Risk,Small Stores / Shops,Shop & Save Spectacular,348331.25,120,2902.76,506.94,4997.93
Clothing,Churn Risk,Small Stores / Shops,Smart Shopper Week,275659.63,104,2650.57,511.95,4874.53
Clothing,Churn Risk,Small Stores / Shops,Spring Refresh Event,233067.83,88,2648.50,534.63,4980.06
Clothing,Churn Risk,Small Stores / Shops,Spring Splash Discounts,293053.42,107,2738.82,577.56,4960.86
Clothing,Churn Risk,Small Stores / Shops,Summer Sizzle Promo,313521.39,115,2726.27,627.05,4995.97
Clothing,Churn Risk,Small Stores / Shops,Super Savings Week,364799.53,126,2895.23,513.59,4837.76
Clothing,Churn Risk,Small Stores / Shops,Ultimate Value Event,296883.74,105,2827.46,632.88,4970.51
Clothing,Churn Risk,Small Stores / Shops,VIP Access Sale,339259.08,117,2899.65,513.77,4934.01
Clothing,Churn Risk,Small Stores / Shops,Weekend Warrior Specials,308045.56,122,2524.96,517.69,4989.77
Clothing,Churn Risk,Small Stores / Shops,Winter Clearance Carnival,299814.65,111,2701.03,522.50,4989.85
Clothing,Churn Risk,Small Stores / Shops,Winter Wonders Sale,338886.95,131,2586.92,565.04,4977.17
Clothing,Churn Risk,Supermarkets ,12 Days of Deals,364639.32,139,2623.30,607.65,4977.84
Clothing,Churn Risk,Supermarkets ,Autumn Deals Drive,268143.90,102,2628.86,543.41,4936.34
Clothing,Churn Risk,Supermarkets ,BOGO Blitz,347482.92,125,2779.86,626.00,4996.75
Clothing,Churn Risk,Supermarkets ,Back to School Boost,353899.78,126,2808.73,588.07,4974.32
Clothing,Churn Risk,Supermarkets ,Birthday Bash Sale,350468.90,125,2803.75,574.63,4972.66
Clothing,Churn Risk,Supermarkets ,Black Friday Blowout,295194.65,105,2811.38,503.18,4977.09
Clothing,Churn Risk,Supermarkets ,Cart Crasher Campaign,332967.60,121,2751.80,596.81,4997.29
Clothing,Churn Risk,Supermarkets ,Cashback Carnival,322859.17,119,2713.10,505.92,4947.84
